ID,GamePSID,name,Publisher,ReleaseYear,ReleaseDate,Developer,Genre,Features,Size,Medium,Hardware,CompletionTime(Hours),is_Digital_game,is_Physical_game,OfficialWebsite
1,3045,Q*Bert Rebooted,LOOT Interactive,2015.0,2015-02-17,Gonzo Games,Action,"PS Plus, PS Now",109.0,,,nan,0,0,http://www.sidelineamusements.com/qbert/
2,3051,Q*Bert Rebooted (EU),LOOT Interactive,2015.0,2015-07-22,LOOT Interactive,Action,PS Now,127.0,Digital only,,nan,0,0,http://www.sidelineamusements.com/qbert/
3,6703,Q.U.B.E. 2,Trapped Nerve Games,2018.0,2018-03-13,Toxic Games,"Puzzle, Platformer",,2682.88,Digital only,,nan,0,0,http://qube-game.com/
4,3403,Q.U.B.E. Director's Cut,GRIP Digital,2015.0,2015-07-21,Toxic Games,"Puzzle, Platformer",PS Plus,1945.6,Digital only,,3-4,0,0,http://qube-game.com/
5,13176,Quake (PS4),Bethesda Softworks,2021.0,2021-08-19,"MachineGames, Nightdive Studios, id Software",First Person Shooter,,NA,Physical and Digital,,nan,0,0,https://bethesda.net/en/game/quake
6,-2913,Quantic Pinball,,,,,,,NA,,,nan,0,0,https://bethesda.net/en/game/quake
7,-4119,Quantum Error,,,,,,,NA,,,nan,0,0,https://quantumerror.games/
8,-4106,Quantum League,,,,,,,NA,,,nan,0,0,https://quantum-league.com/
9,12156,Quantum Replica,PQube,2021.0,2021-05-14,ON3D Studios,Stealth,,NA,Digital only,PS4 Pro,nan,0,0,http://pqube.co.uk/quantum-replica/
10,12157,Quantum Replica (EU),PQube,2021.0,2021-05-14,ON3D Studios,Stealth,,NA,Digital only,PS4 Pro,nan,0,0,http://pqube.co.uk/quantum-replica/
11,10196,Quar: Infernal Machines,Hoplite Research,2019.0,2019-05-15,Funbox Media,"Strategy, Turn Based",,1904.64,Physical and Digital,"PlayStation VR Compatible, PlayStation Camera Compatible, PlayStation Move Compatible",nan,0,0,http://www.funboxmedia.co.uk/quar-battle-for-gate-18-ps4-psvr/
12,8045,Quar: Infernal Machines (EU),Hoplite Research,2019.0,2019-03-15,Funbox Media,"Strategy, Turn Based",,1914.88,Physical and Digital,"PlayStation VR Compatible, PlayStation Camera Compatible, PlayStation Move Compatible",nan,0,0,http://www.funboxmedia.co.uk/quar-battle-for-gate-18-ps4-psvr/
13,9192,Qubit's Quest,Performance Designed Products,2019.0,2019-11-01,Two Okes Entertainment,Platformer,,3553.28,Physical and Digital,,nan,0,0,https://mars.pdp.com/QubitsQuest
14,-5531,QUByte Classics - Brave Battle Saga: The Legend of the Magic Warrior,,,,,,,NA,,,nan,0,0,https://mars.pdp.com/QubitsQuest
15,-5530,QUByte Classics - Canon: Legends of the New Gods,,,,,,,NA,,,nan,0,0,https://mars.pdp.com/QubitsQuest
16,-5529,QUByte Classics - The Humans,,,,,,,NA,,,nan,0,0,https://mars.pdp.com/QubitsQuest
17,13861,QUByte Classics - The Immortal by PIKO,QUByte Interactive,2021.0,2021-10-28,Piko Interactive,Action-Adventure,,NA,Digital only,,nan,0,0,
18,8145,Queen's Quest 2: Stories of Forgotten Past,Artifex Mundi,2019.0,2019-02-22,Brave Giant,"Adventure, Point & Click",,1710.08,Digital only,,3-4,0,0,https://www.artifexmundi.com/g/queens-quest-2-stories-forgotten-past/
19,8557,Queen's Quest 3: The End of Dawn,Artifex Mundi,2019.0,2019-06-11,Brave Giant,"Adventure, Point & Click",,1884.16,Digital only,,3-4,0,0,https://www.artifexmundi.com/g/queens-quest-3-end-dawn/
20,9103,Queen's Quest 4: Sacred Truce,Artifex Mundi,2019.0,2019-10-08,Brave Giant,"Adventure, Point & Click",,2068.48,Digital only,,3-4,0,0,https://www.artifexmundi.com/g/queens-quest-4-sacred-truce/
21,10741,Quest Hunter,2 Zombie Games,2020.0,2020-09-04,2 Zombie Games,"Action-RPG, Role Playing",,1699.84,Digital only,,nan,0,0,http://2zombie.com/questhunter/
22,5029,Quest of Dungeons,Upfall Studios,2017.0,2017-01-17,Upfall Studios,"Roguelite, Role Playing, Turn Based, Dungeon Crawler",,68.0,Digital only,,nan,0,0,http://www.questofdungeons.com/
23,14140,Quick Mafs (EU) (PS4),Webnetics,2021.0,2021-11-20,Webnetics,,,NA,Digital only,,0-1,0,0,https://publisher.webnetic.sk/ourportfolio/quick-mafs/
24,14142,Quick Mafs (PS4),Webnetics,2021.0,2021-11-20,Webnetics,,,NA,Digital only,,0-1,0,0,https://publisher.webnetic.sk/ourportfolio/quick-mafs/
25,3351,Quiplash,Jackbox Games,2015.0,2015-06-30,Jackbox Games,Party,,197.0,Digital only,,0-1,0,0,http://jackboxgames.com/project/quiplash/
26,11332,Quiplash 2 Interlashional: The Say Anything Party Game!,Jackbox Games,2020.0,2020-12-03,Jackbox Games,Party,,564.0,Digital only,,nan,0,0,https://www.jackboxgames.com/quiplash-two-interlashional/
27,5434,Quiz Night Tonight!,Mardonpol,2017.0,2017-05-02,Mardonpol,Educational & Trivia,,788.0,Digital only,"PlayStation VR Required, PlayStation Camera Required, PlayStation Move Compatible",nan,0,0,http://mardonpol.com/games/
28,4408,Qurare: Magic Library,Smilegate Megaport,2016.0,2016-09-06,iO Studio,Collectable Card Game,,3686.4,Digital only,,nan,0,0,
29,3956,Qurare: Magic Library (Asia),Smilegate Megaport,2016.0,2016-01-28,iO Studio,Collectable Card Game,,4608.0,Digital only,,nan,0,0,
30,13113,Q-YO Blaster,Forever Entertainment,2021.0,2021-09-03,"Team Robot Black Hat, Forever Entertainment",Shoot 'em up,,NA,Digital only,,nan,0,0,
31,13114,Q-YO Blaster (EU),Forever Entertainment,2021.0,2021-09-03,"Team Robot Black Hat, Forever Entertainment",Shoot 'em up,,NA,Digital only,,nan,0,0,
32,4692,Waddle Home,Archiact,2016.0,2016-10-13,Archiact,Puzzle,,511.0,Digital only,"PlayStation VR Required, PlayStation Camera Required, PlayStation Move Compatible",nan,0,0,https://www.archiactvr.com/games/waddle-home/
33,7376,Wailing Heights,Outsider Games,2018.0,2018-08-14,Outsider Games,"Adventure, Point & Click",,5222.4,Digital only,,nan,0,0,http://www.wailingheights.com/
34,7108,Waking Violet,MixedBag Games,2018.0,2018-07-03,MixedBag Games,Puzzle,,385.0,Digital only,,nan,0,0,
35,6975,"Walden, a game",USC Games Publishing,2018.0,2018-05-15,USC Game Innovation Lab,"Open World, Survival",,1484.8,Digital only,,nan,0,0,https://www.waldengame.com
36,13639,Wallachia: Reign of Dracula,Storybird Studio,2021.0,2021-10-02,Migami Games,,,NA,Digital only,,nan,0,0,
37,13638,Wallachia: Reign of Dracula (EU),"Storybird Studio, PixelHeart",2021.0,2021-10-02,Migami Games,,,NA,Physical and Digital,,nan,0,0,
38,8905,Waltz of the Wizard: Extended Edition,Aldin Dynamics,2019.0,2019-08-27,Aldin Dynamics,Action,,1146.88,Digital only,"PlayStation VR Required, PlayStation Camera Required, PlayStation Move Required",nan,0,0,
39,4624,Wand Wars,Moonradish,2016.0,2016-09-28,Moonradish,Action,,276.0,Digital only,,nan,0,0,http://wandwars.com/
40,3308,Wander,Wander MMO,2015.0,2015-06-04,Wander MMO,Adventure,,4608.0,Digital only,,nan,0,0,http://www.wanderthegame.com/
41,3303,Wander (EU),Wander MMO,2015.0,2015-06-04,Loki Davison,Adventure,,4597.76,Digital only,,nan,0,0,http://www.wanderthegame.com/
42,5004,Wanderjahr,Corecell Technology,2016.0,2016-12-21,Workyrie,"Action-RPG, Role Playing",,4096.0,Digital only,,nan,0,0,https://sites.google.com/a/workyrie.com/wanderhahr_press/
43,8025,Wandersong,Humble Games,2019.0,2019-01-22,Greg Lobanov,Adventure,,2099.2,Digital only,,nan,0,0,http://wanderso.ng/
44,8026,Wandersong (EU),Humble Games,2019.0,2019-01-22,Greg Lobanov,Adventure,,2099.2,Digital only,,nan,0,0,http://wanderso.ng/
45,9130,Wands,Cortopia Studios,2019.0,2019-10-15,Cortopia Studios,Action,,989.0,Digital only,"PlayStation VR Required, PlayStation Camera Required, PlayStation Move Compatible",nan,0,0,https://www.wandsgame.com/
46,9129,Wands (EU),Cortopia Studios,2019.0,2019-10-09,Cortopia Studios,Action,,989.0,Digital only,"PlayStation VR Required, PlayStation Camera Required, PlayStation Move Compatible",nan,0,0,https://www.wandsgame.com/
47,-4834,War Mongrels (PS4),,,,,,,NA,,,nan,0,0,https://www.warmongrels.com/
48,3818,War of the Monsters,Sony Computer Entertainment,2015.0,2015-12-05,LightBox Interactive,Fighting,,688128.0,Digital only,,4-5,0,0,
49,8440,War Tech Fighters,Blowfish Studios,2019.0,2019-06-27,Drakkar Dev,"Third Person Shooter, Mech",,2027.52,Physical and Digital,,nan,0,0,http://www.drakkardev.com/projects/wtf/
50,8201,War Theatre,Arcade Distillery,2019.0,2019-03-19,Arcade Distillery,"Strategy, Turn Based",Cross-Buy,659.0,Digital only,,nan,0,0,
51,8867,War Theatre (Asia),eastasiasoft,2019.0,2019-08-23,Arcade Distillery,"Strategy, Turn Based",,658.0,Digital only,,nan,0,0,https://www.eastasiasoft.com/games/War-Theatre
52,9894,War Theatre (EU),Arcade Distillery,2020.0,2020-02-04,Arcade Distillery,"Strategy, Turn Based",,483.0,Physical and Digital,,nan,0,0,
53,9630,War Theatre: Blood of Winter (PS4),Arcade Distillery,2020.0,2020-01-22,Arcade Distillery,"Strategy, Turn Based",,683.0,Digital only,,1-2,0,0,
54,6937,War Thunder (JP) (PS4),EXNOA,2017.0,2017-04-27,Gaijin Entertainment,"Aerial, Vehicular Combat",Transferable Progress,17141.76,Digital only,PlayStation Camera Compatible,nan,0,0,http://warthunder.dmm.com/lp
55,3743,War Thunder (PS4),Gaijin Entertainment,2014.0,2014-06-03,Gaijin Entertainment,"Aerial, Vehicular Combat","Cross-Play, Transferable Progress",7372.8,Digital only,,nan,0,0,https://warthunder.com/
56,10236,Warborn,PQube,2020.0,2020-06-12,Raredrop Games,"Mech, Strategy, Turn Based",,1679.36,Digital only,,nan,0,0,https://raredropgames.com/warborn/
57,7883,Warbot,Shanghai Lusion Computer Software,2018.0,2018-12-11,Shanghai Lusion Computer Software,Fighting,,835.0,Digital only,"PlayStation VR Required, PlayStation Camera Required, PlayStation Move Required",nan,0,0,
58,12237,WarDogs: Red's Return,QUByte Interactive,2021.0,2021-04-29,Mito Games,Beat 'em up,,NA,Digital only,,4-5,0,0,https://www.qubyteinteractive.com/games/wardogs/
59,7400,Warface,MY.GAMES,2018.0,2018-09-18,Crytek,"Battle Royale, First Person Shooter",,9697.28,Digital only,PS4 Pro,nan,0,0,https://wf.my.com/en/?_1lr=0-2520740_2008924
60,10169,Warface: Breakout,MY.GAMES,2020.0,2020-05-26,"Crytek, MY.GAMES",First Person Shooter,Transferable Progress,9420.8,Digital only,,nan,0,0,https://playbreakout.com/en
61,10170,Warface: Breakout (EU),MY.GAMES,2020.0,2020-05-26,"Crytek, MY.GAMES",First Person Shooter,Transferable Progress,9420.8,Digital only,,nan,0,0,https://playbreakout.com/en
62,3805,Warframe (CN) (PS4),Perfect World Games,2015.0,2015-11-26,Digital Extremes,"Action-RPG, Role Playing, Third Person Shooter, MMO",,NA,Digital only,,nan,0,0,http://wf.mytvgame.com/
63,2230,Warframe (PS4),Digital Extremes,2013.0,2013-11-30,Digital Extremes,"Action-RPG, Role Playing, Third Person Shooter, MMO",,4300.8,Digital only,,35-40,0,0,https://www.warframe.com
64,8777,Wargroove,Chucklefish,2019.0,2019-07-23,Chucklefish,"Strategy, Turn Based",Cross-Play,376.0,Physical and Digital,,nan,0,0,http://wargroove.com/
65,-4917,"Warhammer 40,000: Battlesector",,,,,,,NA,,,nan,0,0,https://www.slitherine.com/game/warhammer-40000-battlesector
66,5193,"Warhammer 40,000: Deathwatch",Hoplite Research,2017.0,2017-02-24,Rodeo Games,"Strategy, Turn Based",,1228.8,Physical and Digital,,nan,0,0,http://rodeogames.co.uk/deathwatch
67,5221,"Warhammer 40,000: Deathwatch (EU)",Funbox Media,2017.0,2017-02-24,Rodeo Games,"Strategy, Turn Based",,1228.8,Physical and Digital,,nan,0,0,http://rodeogames.co.uk/deathwatch
68,6962,"Warhammer 40,000: Inquisitor – Martyr",Nacon,2018.0,2018-08-23,NeocoreGames,"Action-RPG, Role Playing",PS Now,24903.68,Physical and Digital,PS4 Pro,nan,0,0,http://www.neocoregames.com/w40k-inquisitor/
69,10024,"Warhammer 40,000: Mechanicus",Kasedo Games,2020.0,2020-07-17,Bulwark Studios,"Strategy, Turn Based",,7065.6,Physical and Digital,PS4 Pro,nan,0,0,https://www.mechanicus40k.com/
70,10215,"Warhammer 40,000: Mechanicus (EU)","Kasedo Games, Kalypso Media",2020.0,2020-07-17,Bulwark Studios,"Strategy, Turn Based",,7065.6,Physical and Digital,PS4 Pro,nan,0,0,https://www.mechanicus40k.com/
71,-4923,"Warhammer 40,000: Shottas, Blood & Teef (PS4)",,,,,,,NA,,,nan,0,0,https://www.rogueside.com/shootas-blood-teef/
72,8280,"Warhammer 40,000: Space Wolf",HeroCraft,2019.0,2019-03-26,HeroCraft,"Strategy, Turn Based",,1996.8,Digital only,,nan,0,0,http://www.spacewolfgame.com/#/
73,8281,"Warhammer 40,000: Space Wolf (EU)",HeroCraft,2019.0,2019-03-29,HeroCraft,"Strategy, Turn Based",,1996.8,Digital only,,nan,0,0,http://www.spacewolfgame.com/
74,12413,Warhammer Age of Sigmar: Storm Ground,Focus Entertainment,2021.0,2021-05-27,Gasket Games,"Strategy, Turn Based",,NA,Digital only,,nan,0,0,https://www.focus-home.com/en-us/games/warhammer-age-of-sigmar-storm-ground
75,-4382,Warhammer Age of Sigmar: Stormground,,,,,,,NA,,,nan,0,0,https://www.focus-home.com/en-us/games/warhammer-age-of-sigmar-storm-ground
76,5079,Warhammer Quest,Chilled Mouse,2017.0,2017-02-21,Rodeo Games,"Strategy, Turn Based",,902.0,Digital only,,nan,0,0,http://warhammerquestgame.com/
77,9420,Warhammer Quest 2: The End Times,Chilled Mouse,2020.0,2020-01-06,Perchang,"Strategy, Turn Based",,2129.92,Digital only,,nan,0,0,
78,9449,Warhammer Quest 2: The End Times (EU),Chilled Mouse,2019.0,2019-12-20,Perchang,"Strategy, Turn Based",,2129.92,Digital only,,nan,0,0,
79,8503,Warhammer: Chaosbane (PS4),Nacon,2019.0,2019-06-04,Eko Software,"Action-RPG, Role Playing",,7741.44,Physical and Digital,,20-25,0,0,https://warhammer-chaosbane.com/
80,4629,Warhammer: End Times - Vermintide,Fatshark,2016.0,2016-10-04,Fatshark,Hack & Slash,PS Now,12830.72,Physical and Digital,,nan,0,0,http://vermintide.com/
81,7919,Warhammer: Vermintide 2,Fatshark,2018.0,2018-12-18,Fatshark,Hack & Slash,PS Now,36177.92,Digital only,,nan,0,0,http://www.vermintide.com/
82,4107,Warhedz,Atom Republic,2016.0,2016-04-05,Atom Republic,"Strategy, Turn Based",,150.0,Digital only,,nan,0,0,
83,-3345,Warlocks 2: God Slayers,,,,,,,NA,,,nan,0,0,http://warlocks2.com/
84,8507,Warlock's Tower,Ratalaika Games,2019.0,2019-05-28,Midipixel,Puzzle,Cross-Buy,115.0,Digital only,,1-2,0,0,http://www.ratalaikagames.com/games/warlockstower.php
85,8509,Warlock's Tower (Asia),eastasiasoft,2019.0,2019-06-04,Midipixel,Puzzle,,115.0,Digital only,,0-1,0,0,http://www.eastasiasoft.com/index.php/games/playstation-4/warlock-s-tower
86,8508,Warlock's Tower (EU),Ratalaika Games,2019.0,2019-05-29,Midipixel,Puzzle,Cross-Buy,124.0,Physical and Digital,,1-2,0,0,http://www.ratalaikagames.com/games/warlockstower.php
87,10598,Warlock's Tower (JP),eastasiasoft,2020.0,2020-08-07,"Midipixel, Ratalaika Games",Puzzle,,71.0,Digital only,,0-1,0,0,https://www.eastasiasoft.com/games/Warlocks-Tower
88,5657,Warlocks vs. Shadows,Teyon,2017.0,2017-07-11,One More Level Games,Beat 'em up,,2181.12,Digital only,,nan,0,0,http://www.omlgames.com/en/warlocks-vs-shadows.html
89,-3819,Warp Nexus,,,,,,,NA,,,nan,0,0,https://www.warpnexus.com/
90,8198,Warparty,Rogueside,2019.0,2019-03-28,Rogueside,"Strategy, Real Time",,3051.52,Digital only,,nan,0,0,https://crazymonkeystudios.com/portfolio/warparty/
91,10412,Warparty (Asia),Intragames,2020.0,2020-07-09,Rogueside,"Strategy, Real Time",,2897.92,Digital only,,nan,0,0,https://crazymonkeystudios.com/portfolio/warparty/
92,8199,Warparty (EU),Rogueside,2019.0,2019-03-28,Rogueside,"Strategy, Real Time",,3051.52,Digital only,,nan,0,0,https://crazymonkeystudios.com/portfolio/warparty/
93,10413,Warparty (JP),Intragames,2020.0,2020-07-09,Rogueside,"Strategy, Real Time",,2897.92,Digital only,,nan,0,0,https://crazymonkeystudios.com/portfolio/warparty/
94,5828,Warriors All-Stars,KOEI TECMO,2017.0,2017-08-29,Omega Force,Hack & Slash,PS Now,20070.4,Physical and Digital,,nan,0,0,http://www.koeitecmoamerica.com/warriorsallstars/
95,5873,Warriors All-Stars (EU),KOEI TECMO,2017.0,2017-09-01,Omega Force,Hack & Slash,PS Now,20070.4,Physical and Digital,,nan,0,0,http://www.koeitecmoamerica.com/warriorsallstars/
96,5328,Warriors All-Stars (HK/TW),KOEI TECMO,2017.0,2017-03-30,Omega Force,Hack & Slash,,19968.0,Physical and Digital,,nan,0,0,https://www.gamecity.com.tw/stars/
97,5323,Warriors All-Stars (JP),KOEI TECMO,2017.0,2017-03-30,Omega Force,Hack & Slash,,19937.28,Physical and Digital,,nan,0,0,https://www.gamecity.ne.jp/stars/
98,5319,Warriors All-Stars (KR),Digital Touch,2017.0,2017-03-30,Omega Force,Hack & Slash,,19927.04,Physical and Digital,,nan,0,0,http://digital-touch.co.kr/bbs/board.php?bo_table=03_01&wr_id=144
99,2629,Warriors Orochi 3 Ultimate,KOEI TECMO,2014.0,2014-09-05,Omega Force,Hack & Slash,,19312.64,Physical and Digital,,200+,0,0,http://www.tecmokoeiamerica.com/wo3/
100,1998,Warriors Orochi 3 Ultimate (Asia),KOEI TECMO,2013.0,2013-09-26,Omega Force,Hack & Slash,,20981.76,Physical and Digital,,nan,0,0,http://www.gamecity.ne.jp/orochi2/ultimate/
101,7598,Warriors Orochi 4,KOEI TECMO,2018.0,2018-10-19,Omega Force,Hack & Slash,,17766.4,Physical and Digital,,60-80,0,0,https://www.koeitecmoeurope.com/wo4/
102,10809,WARSAW,Crunching Koalas,2020.0,2020-09-29,Pixelated Milk,"Strategy, Turn Based",,2232.32,Digital only,,nan,0,0,https://warsawthegame.com/
103,8007,Wartile,Deck13 Interactive,2020.0,2020-03-24,Playwood Project,Strategy,,5980.16,Digital only,,nan,0,0,https://www.wartile.com/
104,12614,Warui Ousama to Rippa na Yuusha,Nippon Ichi Software,2021.0,2021-06-24,Nippon Ichi Software,"Role Playing, Turn Based",,NA,Physical and Digital,,nan,0,0,https://nippon1.jp/consumer/waruiosama/
105,9071,Warzone,SinnStudio,2019.0,2019-10-15,SinnStudio,First Person Shooter,,1249.28,Digital only,"PlayStation VR Required, PlayStation Camera Required, PlayStation Move Required",nan,0,0,
106,9072,Warzone (EU),SinnStudio,2019.0,2019-10-15,SinnStudio,First Person Shooter,,1249.28,Digital only,"PlayStation VR Required, PlayStation Camera Required, PlayStation Move Required",nan,0,0,
107,3654,Wasteland 2: Director's Cut,inXile Entertainment,2015.0,2015-10-13,inXile Entertainment,"Role Playing, Strategy, Turn Based",PS Now,4403.2,Physical and Digital,,nan,0,0,http://wasteland.inxile-entertainment.com/
108,3655,Wasteland 2: Director's Cut (EU),inXile Entertainment,2015.0,2015-10-13,inXile Entertainment,"Role Playing, Strategy, Turn Based",PS Now,8601.6,Physical and Digital,,nan,0,0,http://wasteland.inxile-entertainment.com/
109,4760,Wasteland 2: Director's Cut (JP),Spike Chunsoft,2016.0,2016-08-04,inXile Entertainment,"Role Playing, Strategy, Turn Based",,4403.2,Physical and Digital,,nan,0,0,http://www.spike-chunsoft.co.jp/wasteland2/
110,5124,Wasteland 2: Director's Cut (KR),H2 Interactive,2016.0,2016-05-26,inXile Entertainment,"Role Playing, Strategy, Turn Based",,4403.2,Physical and Digital,,nan,0,0,https://wasteland.inxile-entertainment.com/
111,10712,Wasteland 3,Deep Silver,2020.0,2020-08-28,inXile Entertainment,"Role Playing, Strategy, Turn Based",,14069.76,Physical and Digital,PS4 Pro,nan,0,0,https://wasteland.inxile-entertainment.com/
112,11015,Watch Dogs: Legion (PS4),Ubisoft,2020.0,2020-10-29,Ubisoft Toronto,"Open World, Third Person Shooter, Stealth",,32399.36,Physical and Digital,PS4 Pro,35-40,0,0,https://watchdogs.ubisoft.com
113,2458,Watch_Dogs,Ubisoft,2014.0,2014-05-27,Ubisoft Montreal,"Open World, Third Person Shooter, Stealth",,19763.2,Physical and Digital,,40-50,0,0,http://watchdogs.ubi.com/
114,4820,Watch_Dogs 2,Ubisoft,2016.0,2016-11-15,Ubisoft Montreal,"Open World, Third Person Shooter, Stealth",,27238.4,Physical and Digital,PS4 Pro,25-30,0,0,http://www.watchdogs.com/
115,10646,Water Balloon Mania,Sprakelsoft,2020.0,2020-08-07,Sprakelsoft,Puzzle,,115.0,Digital only,,0-1,0,0,
116,9333,Wattam,"Annapurna Interactive, iam8bit",2019.0,2019-12-17,Funomena,Adventure,,3440.64,Physical and Digital,,4-5,0,0,http://www.funomena.com/wattamgame
117,9334,Wattam (EU),Annapurna Interactive,2019.0,2019-12-17,Funomena,Adventure,,3440.64,Digital only,,nan,0,0,http://www.funomena.com/wattamgame
118,-4236,Wave Break,,,,,,,NA,,,nan,0,0,http://funktroniclabs.com/wavebreak/
119,11598,Waves Out!,Gammera Nest,2021.0,2021-01-20,Crevice Games,Action,PS Plus,1126.4,Digital only,,nan,0,0,
120,5438,Way of Redemption,Pixel Cream,2017.0,2017-11-07,Pixel Cream,Sports,,931.0,Digital only,,nan,0,0,http://pixelcreamstudio.com/portfolio-items/way-of-redemption/
121,6652,Way of the Passive Fist,Household Games,2018.0,2018-03-06,Household Games,Beat 'em up,,100.0,Digital only,,nan,0,0,http://wayofthepassivefist.com/
122,4627,Wayward Sky,Uber Entertainment,2016.0,2016-10-10,Uber Entertainment,Adventure,,2775.04,Digital only,"PlayStation VR Required, PlayStation Camera Required, PlayStation Move Required",nan,0,0,https://www.uberent.com/waywardsky/
123,4690,Wayward Sky (EU),Uber Entertainment,2016.0,2016-10-13,Uber Entertainment,Adventure,,2785.28,Digital only,"PlayStation VR Required, PlayStation Camera Required, PlayStation Move Compatible",nan,0,0,https://www.uberent.com/waywardsky/
124,-5144,Wayward Strand (PS4),,,,,,,NA,,,nan,0,0,https://waywardstrand.com/
125,3192,WE ARE DOOMED,Vertex Pop,2015.0,2015-04-14,Vertex Pop,Shoot 'em up,PS Plus,34.0,Digital only,,8-10,0,0,http://www.vertexpop.com/wearedoomed/
126,-4625,We are Legion: Rome,,,,,,,NA,,,nan,0,0,https://titanitegames.com/en/gry/we-are-legion-rome-2/
127,5305,We Are The Dwarves,Whale Rock Games,2017.0,2017-03-21,Whale Rock Games,Action-Adventure,,2662.4,Digital only,,nan,0,0,http://wearethedwarves.com/en
128,5354,We Are The Dwarves (EU),Whale Rock Games,2017.0,2017-03-29,Whale Rock Games,Action-Adventure,,2662.4,Digital only,,nan,0,0,http://wearethedwarves.com/en
129,7369,We Happy Few,Gearbox Publishing,2018.0,2018-08-10,Compulsion Games,Action-Adventure,,10168.32,Physical and Digital,PS4 Pro,nan,0,0,http://compulsiongames.com/en/10/we-happy-few
130,10488,We should talk.,Whitethorn Digital,2020.0,2020-07-16,Insatiable Cycle,Visual Novel,,1730.56,Digital only,,nan,0,0,http://www.weshouldtalkgame.com/
131,4874,We Sing,THQ Nordic,2016.0,2016-12-01,Le Cortex,Music,,11663.36,Physical and Digital,,nan,0,0,http://www.nordicgames.at/index.php/product/we_sing1
132,6175,We Sing Pop,THQ Nordic,2017.0,2017-10-24,Le Cortex,Music,,6553.6,Physical and Digital,,nan,0,0,http://www.wesing.com/
133,11366,We Were Here,Total Mayhem Games,2021.0,2021-02-09,Total Mayhem Games,"Puzzle, Adventure",,657.0,Digital only,PS4 Pro,1-2,0,0,https://totalmayhemgames.com/games/we-were-here/
134,11365,We Were Here Together,Total Mayhem Games,2021.0,2021-02-09,Total Mayhem Games,"Puzzle, Adventure",,2498.56,Digital only,PS4 Pro,6-8,0,0,http://www.totalmayhemgames.com/games/we-were-here-too/
135,11367,We Were Here Too,Total Mayhem Games,2021.0,2021-02-09,Total Mayhem Games,"Puzzle, Adventure",,1146.88,Digital only,PS4 Pro,3-4,0,0,https://totalmayhemgames.com/games/we-were-here-too/
136,8630,We. The Revolution,Klabater,2019.0,2019-06-25,Polyslash,Simulation,,2170.88,Digital only,,nan,0,0,http://we-the-revolution.com/
137,8631,We. The Revolution (EU),Klabater,2019.0,2019-06-25,Polyslash,Simulation,,2170.88,Digital only,,nan,0,0,http://we-the-revolution.com/
138,13302,WeakWood Throne,Drageus Games,2021.0,2021-09-03,Gnelf,"Action-RPG, Role Playing",,44.0,Digital only,,nan,0,0,http://drageusgames.com/tcportfolio/weakwood-throne/
139,13237,Weapon of Choice DX,Mommy's Best Games,2021.0,2021-09-02,Mommy's Best Games,Run & Gun,,NA,Digital only,,nan,0,0,http://www.mommysbestgames.com/
140,13239,Weapon of Choice DX (EU),Mommy's Best Games,2021.0,2021-09-02,Mommy's Best Games,Run & Gun,,NA,Digital only,,nan,0,0,http://www.mommysbestgames.com/
141,4101,Weapons of Mythology: New Age,Lions Film,2016.0,2016-03-25,Gamemag,"Role Playing, MMO",Cross-Play,4505.6,Digital only,,nan,0,0,http://wom.lionsfilm.co.jp/
142,4757,Weeping Doll,Oasis Games,2016.0,2016-10-27,TianShe Media,Survival Horror,,1167.36,Digital only,"PlayStation VR Required, PlayStation Camera Required, PlayStation Move Required",1-2,0,0,http://en.console.oasgames.com/game/Weeping%20Doll
143,-5140,Weird West,,,,,,,NA,,,nan,0,0,https://www.weirdwest.com/
144,6969,Welcome to Hanwell,Steel Arts Software,2018.0,2018-05-15,Nathan Seedhouse,Adventure,,9390.08,Digital only,,nan,0,0,http://welcometohanwell.com/
145,6968,Welcome to Hanwell (EU),Steel Arts Software,2018.0,2018-05-14,Nathan Seedhouse,Adventure,,9390.08,Digital only,,nan,0,0,http://welcometohanwell.com/
146,7679,Wer weiss denn sowas?,bitComposer Games,2018.0,2018-10-18,Lost The Game Studios,"Educational & Trivia, Party",,5457.92,Physical and Digital,,nan,0,0,http://www.bit-composer.com/www/game.aspx?gameid=55ecc8fb-5f14-402c-80ad-2dc216c1faa8
147,9086,Wer weiss denn sowas? - Das 2. Spiel,bitComposer Games,2019.0,2019-10-15,Lost The Game Studios,"Educational & Trivia, Party",,5355.52,Physical and Digital,,nan,0,0,http://www.bit-composer.com/www/game.aspx?gameid=7f062a3c-1c31-4b75-aba3-a102bb395de9
148,11531,Werewolf: The Apocalypse - Earthblood (PS4),"Nacon, Oizumi Amuzio",2021.0,2021-02-04,Cyanide Studio,"Action-Adventure, Stealth",Cross-Buy,NA,Physical and Digital,PS4 Pro,nan,0,0,https://werewolf-videogame.com/en
149,11791,Werewolf: The Apocalypse - Heart of the Forest,Walkabout Games,2021.0,2021-02-24,Different Tales,Visual Novel,,828.0,Digital only,PS4 Pro,nan,0,0,http://differenttales.com/werewolf/
150,11954,Werewolf: The Apocalypse - Heart of the Forest (EU),Walkabout Games,2021.0,2021-02-24,Different Tales,Visual Novel,,828.0,Digital only,PS4 Pro,nan,0,0,http://differenttales.com/werewolf/
