ID,GamePSID,name,Publisher,ReleaseYear,ReleaseDate,Developer,Genre,Features,Size,Medium,Hardware,CompletionTime(Hours),is_Digital_game,is_Physical_game,OfficialWebsite
7269,10899,Lets Sing Queen,"Ravenscourt, Deep Silver",2020.0,2020-10-02,Voxler,Music,,8601.6,Physical and Digital,,nan,0,0,https://www.ravenscourt-games.com/us/games/lets-sing-queen/
7270,4219,Letter Quest Remastered,,2016.0,2016-05-18,Bacon Bandit Games,"Puzzle, Role Playing",PS Plus,205.0,Digital only,,12-15,0,0,
7271,6186,Levántate: All Stars,BadLand Publishing,2017.0,2017-11-30,Casual Brothers Games,Music,,2375.68,Physical and Digital,,nan,0,0,
7272,3982,Level 22,Moving Player,2016.0,2016-02-11,NOEGO,"Action-Adventure, Stealth",PS Plus,249.0,Digital only,,2-3,0,0,http://noego-games.com/level22/?lang=en
7273,-3814,Liberated,,,,,,,NA,,,nan,0,0,http://noego-games.com/level22/?lang=en
7274,12434,Liberated (JP),EXNOA,2021.0,2021-05-27,Atomic Wolf,Stealth,,NA,Physical and Digital,,nan,0,0,https://liberated.games.dmm.com/
7275,4152,Lichdom Battlemage,Maximum Games,2016.0,2016-04-22,Xaviant,"First Person Shooter, Role Playing",,13926.4,Physical and Digital,,nan,0,0,http://www.lichdom-battlemage.com/
7276,4614,Lichtspeer,Crunching Koalas,2016.0,2016-09-27,Lichthund,Action,,726.0,Physical and Digital,,nan,0,0,http://www.lichtspeer.com/
7277,10713,Liege Dragon,KEMCO,2020.0,2020-10-01,EXE-CREATE,"Role Playing, Turn Based",,733.0,Digital only,,nan,0,0,https://www.kemco.jp/game/lostdragon/en/
7278,4220,Life Goes On: Done to Death,Infinite Monkeys Entertainment,2016.0,2016-05-17,Infinite Monkeys Entertainment,"Puzzle, Platformer",,444.0,Digital only,,nan,0,0,http://www.lifegoesongame.com/
7279,4816,Life Goes On: Done to Death (Asia),Gamepoch,2017.0,2017-06-08,Infinite Monkeys Entertainment,"Puzzle, Platformer",,1075.2,Digital only,,nan,0,0,http://www.lifegoesongame.com/
7280,3003,Life Is Strange,Square Enix,2015.0,2015-01-30,Dontnod Entertainment,"Adventure, Point & Click",PS Plus,2048.0,Physical and Digital,,2-3,0,0,http://lifeisstrange.com/
7281,7592,Life Is Strange 2,Square Enix,2018.0,2018-09-26,Dontnod Entertainment,"Adventure, Point & Click",,9779.2,Physical and Digital,,2-3,0,0,https://www.lifeisstrange.com/
7282,-5019,Life is Strange Remastered Collection,,,,,,,NA,,,nan,0,0,https://lifeisstrange.square-enix-games.com/en-us/games/life-is-strange-remastered-collection/
7283,5850,Life Is Strange: Before The Storm,Square Enix,2017.0,2017-08-31,Deck Nine Games,"Adventure, Point & Click",,5222.4,Physical and Digital,,2-3,0,0,https://www.lifeisstrange.com/en-us/games/before-the-storm
7284,13349,Life is Strange: True Colors (PS4),Square Enix,2021.0,2021-09-10,Deck Nine Games,"Adventure, Point & Click",Cross-Buy,NA,Physical and Digital,,8-10,0,0,https://lifeisstrange.square-enix-games.com/en-us/games/life-is-strange-true-colors/
7285,5039,Life of Black Tiger,1Games,2017.0,2017-01-17,1Games,Beat 'em up,,967.0,Digital only,,nan,0,0,http://www.playonegames.com/game_web/game_LifeOfBlackTiger.htm
7286,5120,Life of Black Tiger (KR),1Games,2016.0,2016-08-08,1Games,Beat 'em up,,965.0,Digital only,,nan,0,0,http://www.playonegames.com/game_web/game_LifeOfBlackTiger.htm
7287,11857,Life of Fly,EpiXR Games,2021.0,2021-03-05,EpiXR Games,Adventure,,4976.64,Digital only,PS4 Pro,nan,0,0,https://www.epixrgames.com/life-of-fly
7288,11856,Life of Fly (EU),EpiXR Games,2021.0,2021-03-05,EpiXR Games,Adventure,,6410.24,Digital only,PS4 Pro,nan,0,0,https://www.epixrgames.com/life-of-fly
7289,12866,Life of Fly 2,EpiXR Games,2021.0,2021-06-10,EpiXR Games,Adventure,,NA,Digital only,PS4 Pro,nan,0,0,https://www.epixrgames.com/life-of-fly-2
7290,12865,Life of Fly 2 (EU),EpiXR Games,2021.0,2021-06-10,EpiXR Games,Adventure,,NA,Digital only,PS4 Pro,nan,0,0,https://www.epixrgames.com/life-of-fly-2
7291,4395,Lifeless Planet,Serenity Forge,2016.0,2016-08-17,Stage 2 Studios,Action-Adventure,,948.0,Physical and Digital,,10-12,0,0,http://www.lifelessplanet.com/
7292,11129,Liftoff: Drone Racing,astragon Entertainment,2020.0,2020-11-10,LuGus Studios,"Arcade Racing, Aerial",,8570.88,Digital only,PS4 Pro,nan,0,0,https://www.liftoff-game.com/liftoff-drone-racing
7293,9252,Light Fairytale Episode 1,neko.works,2019.0,2019-11-05,neko.works,"Role Playing, Turn Based",,631.0,Digital only,,nan,0,0,http://neko.works/index.php?static=projectlight
7294,13864,Light Fairytale Episode 2,neko.works,2021.0,2021-11-16,neko.works,"Role Playing, Turn Based",,1116.16,Digital only,PS4 Pro,nan,0,0,https://neko.works/index.php?static=lightfairytale_episode2
7295,-1094,Light Fall,,,,,,,NA,,,nan,0,0,http://lightfallgame.com/
7296,5993,Light Tracer,Oasis Games,2017.0,2017-09-26,Void Dimensions,"Puzzle, Platformer",,960.0,Physical and Digital,"PlayStation VR Required, PlayStation Camera Required, PlayStation Move Required",nan,0,0,http://en.console.oasgames.com/game/Light%20Tracer
7297,6044,Light Tracer (CN),Gamepoch,2017.0,2017-10-30,Void Dimensions,"Puzzle, Platformer",,942.0,Digital only,"PlayStation VR Required, PlayStation Camera Required, PlayStation Move Required",nan,0,0,http://www.gamepoch.cn/gz.html
7298,6018,Light Tracer (EU),Oasis Games,2017.0,2017-09-27,Void Dimensions,"Puzzle, Platformer",,959.0,Digital only,"PlayStation VR Required, PlayStation Camera Required, PlayStation Move Required",nan,0,0,http://en.console.oasgames.com/game/Light%20Tracer
7299,12897,Light Tracer: Chronicle of the Two Worlds,Chuyan,2021.0,2021-10-23,Void Dimensions,"Puzzle, Platformer",,NA,Digital only,PS4 Pro,nan,0,0,
7300,5928,Lightfield,Lost in the Garden,2017.0,2017-09-26,Lost in the Garden,Arcade Racing,,2457.6,Digital only,,nan,0,0,http://lightfieldgame.com/
7301,-2304,Lighting End,,,,,,,NA,,PlayStation VR Compatible,nan,0,0,http://time-vr.com/lightingend/
7302,5591,Lili: Child of Geos,Panic Button,2017.0,2017-06-20,Panic Button,Action-Adventure,,1024.0,Physical and Digital,PS4 Pro,nan,0,0,http://www.panicbuttongames.com/press-lili.php
7303,5576,Lili: Child of Geos (EU),Panic Button,2017.0,2017-06-20,Panic Button,Action-Adventure,,1024.0,Digital only,PS4 Pro,nan,0,0,http://www.panicbuttongames.com/press-lili.php
7304,3081,LIMBO,Playdead,2015.0,2015-02-25,Playdead,"Puzzle, Platformer","PS Plus, PS Now",169.0,Digital only,,4-5,0,0,http://playdead.com/limbo/
7305,5148,Linelight,Brett Taylor Interactive,2017.0,2017-01-31,My Dog Zorro,Puzzle,,211.0,Digital only,,8-10,0,0,http://linelightgame.com/
7306,9132,Ling: A Road Alone,Winking Skywalker Entertainment,2019.0,2019-10-02,Chautauqua Software,Action,,1925.12,Digital only,,nan,0,0,https://www.ctqsoft.com/ling
7307,9131,Ling: A Road Alone (HK/TW),Circle Entertainment,2019.0,2019-10-02,Chautauqua Software,Action,,1925.12,Digital only,,nan,0,0,https://www.ctqsoft.com/ling
7308,9550,Link-a-Pix Deluxe,Lightwood Games,2020.0,2020-01-07,Lightwood Games,Puzzle,Cross-Buy,329.0,Digital only,,nan,0,0,https://www.lightwoodgames.com/link-a-pix-deluxe/
7309,9548,Link-a-Pix Deluxe (Asia),eastasiasoft,2020.0,2020-01-07,Lightwood Games,Puzzle,Cross-Buy,392.0,Digital only,,nan,0,0,https://www.eastasiasoft.com/games/LinkaPix-Deluxe
7310,9544,Link-a-Pix Deluxe (EU),Lightwood Games,2020.0,2020-01-07,Lightwood Games,Puzzle,Cross-Buy,331.0,Digital only,,nan,0,0,https://www.lightwoodgames.com/link-a-pix-deluxe/
7311,9595,Link-a-Pix Deluxe (JP),Rainy Frog,2020.0,2020-01-16,Lightwood Games,Puzzle,,408.0,Digital only,,nan,0,0,https://www.rainyfrog.com/ja/game/link-a-pix_deluxe
7312,-4428,Linked Mask,,,,,,,NA,,,nan,0,0,https://www.rainyfrog.com/ja/game/link-a-pix_deluxe
7313,11811,Linn: Path of Orchards,Carbon Fire Studio,2021.0,2021-02-26,Fanoos Games,Platformer,,739.0,Digital only,,nan,0,0,https://www.carbonfirestudio.com/projects-archive/linn-path-of-orchards/
7314,4775,Lithium: Inmate 39,CanuArts,2016.0,2016-10-25,CanuArts,Action-Adventure,,1454.08,Digital only,,nan,0,0,http://www.lithiumthegame.com/
7315,5552,Lithium: Inmate 39 (EU),CanuArts,2017.0,2017-05-31,CanuArts,Action-Adventure,,1832.96,Digital only,,nan,0,0,http://www.lithiumthegame.com/
7316,9284,Lithium: Inmate 39 Relapse Edition,CanuArts,2019.0,2019-11-05,CanuArts,Action-Adventure,,1413.12,Digital only,,nan,0,0,
7317,6626,Little Adventure on the Prairie,Infinite Madaa,2018.0,2018-02-22,Infinite Madaa,"Platformer, Beat 'em up",,264.0,Digital only,,0-1,0,0,https://www.infinitemadaa-studios.com/
7318,10836,Little Big Workshop,HandyGames,2020.0,2020-09-24,Mirage Game Studios,"Simulation, Management",,584.0,Digital only,,nan,0,0,https://handy-games.com/en/games/little-big-workshop/
7319,-5513,Little Devil Inside (PS4),,,,,,,NA,,,nan,0,0,http://www.neostream.com/
7320,7428,Little Dragons Café,Aksys Games,2018.0,2018-08-24,Toybox,Simulation,,750.0,Physical and Digital,,nan,0,0,https://littledragonscafe.com/
7321,10244,Little Misfortune,Killmonday Games,2020.0,2020-05-29,Killmonday Games,"Adventure, Point & Click",,7034.88,Digital only,,nan,0,0,https://www.littlemisfortune.com/
7322,5403,Little Nightmares,Bandai Namco Entertainment,2017.0,2017-04-28,Tarsier Studios,"Puzzle, Stealth, Platformer",,2662.4,Physical and Digital,,5-6,0,0,http://childrensblock.little-nightmares.com/en/
7323,11686,Little Nightmares II (PS4),Bandai Namco Entertainment,2021.0,2021-02-11,Tarsier Studios,"Puzzle, Stealth, Platformer",Cross-Buy,3952.64,Physical and Digital,PS4 Pro,8-10,0,0,https://en.bandainamcoent.eu/little-nightmares/little-nightmares-ii
7324,6450,Little Red Lie,WZO Games,2018.0,2018-01-09,WZO Games,Adventure,Cross-Buy,648.0,Digital only,,nan,0,0,http://www.littleredlie.com/
7325,6446,Little Red Lie (EU),WZO Games,2018.0,2018-01-09,WZO Games,Adventure,Cross-Buy,642.0,Digital only,,nan,0,0,http://www.littleredlie.com/
7326,9985,Little Town Hero,Game Freak,2020.0,2020-06-23,Game Freak,"Role Playing, Turn Based",,1720.32,Digital only,,nan,0,0,https://www.gamefreak.co.jp/town/en/
7327,10195,Little Town Hero (JP) (Physical),Rainy Frog,2020.0,2020-04-23,Game Freak,"Role Playing, Turn Based",,NA,Physical only,,nan,0,0,https://www.gamefreak.co.jp/town/en/
7328,10286,Little Town Hero (Physical),NIS America,2020.0,2020-06-23,Game Freak,"Role Playing, Turn Based",,NA,Physical only,,nan,0,0,https://www.gamefreak.co.jp/town/en/
7329,6476,Little Triangle,Shanghai Meng Ji Wang Luo Ke Ji,2018.0,2018-02-08,Cotton Game,Platformer,,2437.12,Digital only,,nan,0,0,
7330,6342,Little Witch Academia: Chamber of Time,Bandai Namco Entertainment,2018.0,2018-05-15,APLUS,"Action-RPG, Role Playing",,6973.44,Physical and Digital,,nan,0,0,https://www.bandainamcoent.com/games/little-witch-academia
7331,12881,Little Witch Academia: VR Broom Racing,UNIVRS,2021.0,2021-07-15,UNIVRS,"Arcade Racing, Aerial",,NA,Digital only,"PlayStation VR Required, PlayStation Camera Required",nan,0,0,https://lwa-vr.com/en/
7332,12880,Little Witch Academia: VR Broom Racing (EU),UNIVRS,2021.0,2021-07-15,UNIVRS,"Arcade Racing, Aerial",,NA,Digital only,"PlayStation VR Required, PlayStation Camera Required",nan,0,0,https://lwa-vr.com/en/
7333,2822,LittleBigPlanet 3,Sony Computer Entertainment,2014.0,2014-11-18,Media Molecule,Platformer,"PS Plus, PS Now",12492.8,Physical and Digital,,15-20,0,0,
7334,4497,Livelock,Perfect World Entertainment,2016.0,2016-08-30,Tuque Games,Shoot 'em up,,8294.4,Digital only,,nan,0,0,https://www.arcgames.com/en/games/Livelock
7335,11638,Lizard Lady vs the Cats,The Voices Games,2021.0,2021-02-11,The Voices Games,Third Person Shooter,,257.0,Digital only,,nan,0,0,
7336,11628,Lizard Lady vs the Cats (EU),The Voices Games,2021.0,2021-02-03,The Voices Games,Third Person Shooter,,251.0,Digital only,,nan,0,0,
7337,4683,Loading Human: Chapter 1,Maximum Games,2016.0,2016-10-13,Untold Games,Action-Adventure,,4044.8,Physical and Digital,"PlayStation VR Required, PlayStation Camera Required, PlayStation Move Compatible",nan,0,0,http://www.maximumgames.com/loading-human/
7338,2938,Loadout,Sony Computer Entertainment,2014.0,2014-12-16,Edge of Reality,Third Person Shooter,,3481.6,Digital only,,100-120,0,0,http://www.loadout.com/
7339,6497,Loadout (HK/TW),CE-Asia Hong Kong,2018.0,2018-01-23,Edge of Reality,Third Person Shooter,,2549.76,Digital only,,nan,0,0,http://www.loadout.com/
7340,5525,Lock's Quest,THQ Nordic,2017.0,2017-05-30,Digital Continue,"Strategy, Real Time",PS Now,1576.96,Physical and Digital,,nan,0,0,https://www.thqnordic.com/games/locks-quest
7341,6345,LocoRoco 2 Remastered,Sony Interactive Entertainment,2017.0,2017-12-09,SIE Japan Studio,Platformer,,3932.16,Physical and Digital,PS4 Pro,nan,0,0,
7342,5442,LocoRoco Remastered,Sony Interactive Entertainment,2017.0,2017-05-09,SIE Japan Studio,Platformer,PS Now,2048.0,Physical and Digital,PS4 Pro,nan,0,0,
7343,9661,Lode Runner Legacy,Tozai Games,2020.0,2020-01-29,Tozai Games,Puzzle,,351.0,Physical and Digital,,nan,0,0,https://www.tozaigames.com/legacy/
7344,-3579,Log Jammers,,,,,,,NA,,,nan,0,0,https://www.tozaigames.com/legacy/
7345,1987,Lone Survivor: The Director's Cut,Curve Games,2013.0,2013-09-24,Superflat Games,"Action-Adventure, Survival Horror","PS Plus, PS Now",397.0,Physical and Digital,,6-8,0,0,http://www.lonesurvivor.co.uk/
7346,9222,Lonely Mountains: Downhill,Thunderful Games,2019.0,2019-10-23,Megagon Industries,"Arcade Racing, Sports, Cycling",,615.0,Digital only,,nan,0,0,https://lonelymountains.com/
7347,-4083,Long Live the Queen,,,,,,,NA,,,nan,0,0,https://www.hanakogames.com/llq.shtml
7348,12687,Loopindex (EU) (PS4),Ratalaika Games,2021.0,2021-06-25,Somepx,Puzzle,Cross-Buy,NA,Digital only,,nan,0,0,https://www.ratalaikagames.com/games/loopindex.php
7349,12686,Loopindex (PS4),Ratalaika Games,2021.0,2021-06-25,Somepx,Puzzle,Cross-Buy,NA,Digital only,,nan,0,0,https://www.ratalaikagames.com/games/loopindex.php
7350,-5288,Loopmancer (PS4),,,,,,,NA,,,nan,0,0,https://www.ratalaikagames.com/games/loopindex.php
7351,11530,Loot Hero DX,Ratalaika Games,2021.0,2021-01-15,VaragtP Studios,Hack & Slash,,180.0,Digital only,,0-1,0,0,https://www.ratalaikagames.com/games/lootherodx.php
7352,11529,Loot Hero DX (EU),Ratalaika Games,2021.0,2021-01-15,VaragtP Studios,Hack & Slash,,180.0,Digital only,,0-1,0,0,https://www.ratalaikagames.com/games/lootherodx.php
7353,5180,Loot Rascals,Hollow Ponds,2017.0,2017-03-07,Hollow Ponds,Strategy,,1812.48,Digital only,,nan,0,0,http://www.lootrascals.com/
7354,11008,Lord Of The Click,Victory Road,2020.0,2020-10-23,HugePixel,Action,,34.0,Digital only,,0-1,0,0,
7355,13685,Lord of the Click II,ChiliDog Interactive,2021.0,2021-10-08,HugePixel,Management,,NA,Digital only,,nan,0,0,https://chilidoginteractive.com/game/lord-click-ii
7356,13684,Lord of the Click II (EU),ChiliDog Interactive,2021.0,2021-10-08,HugePixel,Management,,NA,Digital only,,1-2,0,0,https://chilidoginteractive.com/game/lord-click-ii
7357,2774,Lords of the Fallen,CI Games,2014.0,2014-10-28,Deck13 Interactive,"Action-RPG, Role Playing","PS Plus, PS Now",5201.92,Physical and Digital,,25-30,0,0,http://www.lordsofthefallen.com/
7358,9167,Lornsword Winter Chronicle,Tower Five,2019.0,2019-10-23,Tower Five,"Strategy, Real Time",,1116.16,Digital only,,nan,0,0,https://www.lornsword.com/
7359,4045,Los 40 Principales: Karaoke Party Vol. 2,Wired Productions,2016.0,2016-02-19,Wired Productions,Music,,33075.2,Physical and Digital,,nan,0,0,https://www.bandainamcoent.es/producto/los-40-principales-karaoke-party-vol-2/playstation-4
7360,12575,Lost Artifacts,8Floor,2020.0,2020-11-11,GameOn Production,Management,,314.0,Digital only,,nan,0,0,
7361,12574,Lost Artifacts: Golden Island,8Floor,2020.0,2020-12-01,GameOn Production,Management,,568.0,Digital only,,nan,0,0,
7362,8432,Lost Artifacts: Soulstone,8Floor,2019.0,2019-05-07,GameOn Production,Management,,976.0,Digital only,,nan,0,0,
7363,9261,Lost Artifacts: Time Machine,8Floor,2019.0,2019-10-29,GameOn Production,Management,,784.0,Digital only,,nan,0,0,
7364,8882,Lost Castle,Another Indie,2019.0,2019-09-19,Hunter Studios,"Action-RPG, Role Playing",,346.0,Digital only,,nan,0,0,http://anotherindie.com/game/lost-castle/
7365,8883,Lost Castle (EU),Another Indie,2019.0,2019-09-19,Hunter Studios,"Action-RPG, Role Playing",,346.0,Digital only,,nan,0,0,http://anotherindie.com/game/lost-castle/
7366,9212,Lost Ember,Mooneye Studios,2019.0,2019-11-22,Mooneye Studios,Adventure,,8775.68,Digital only,,8-10,0,0,http://lostember.com/
7367,6361,Lost Grimoires 2: Shard of Mystery,Artifex Mundi,2017.0,2017-12-15,World-Loom Games,"Adventure, Point & Click",,1064.96,Digital only,,3-4,0,0,https://www.artifexmundi.com/g/lost-grimoires-2-shard-mystery/
7368,12830,Lost Grimoires 3: The Forgotten Well (PS4),Artifex Mundi,2021.0,2021-07-16,World-Loom Games,"Adventure, Point & Click",Cross-Buy,NA,Digital only,,nan,0,0,https://www.artifexmundi.com/g/lost-grimoires-3-forgotten-well/
7369,5701,Lost Grimoires: Stolen Kingdom,Artifex Mundi,2017.0,2017-07-25,World-Loom Games,"Adventure, Point & Click",,582.0,Digital only,,2-3,0,0,https://www.artifexmundi.com/g/lost-grimoires-stolen-kingdom/
7370,13325,Lost in Random (EU) (PS4),Electronic Arts,2021.0,2021-09-10,"Zoink!, Thunderful Games",Action-Adventure,Cross-Buy,NA,Digital only,,nan,0,0,https://www.ea.com/games/lost-in-random
7371,13326,Lost in Random (PS4),Electronic Arts,2021.0,2021-09-10,"Zoink!, Thunderful Games",Action-Adventure,Cross-Buy,NA,Digital only,,nan,0,0,https://www.ea.com/games/lost-in-random
7372,13279,Lost Judgment (PS4),SEGA,2021.0,2021-09-24,Ryu Ga Gotoku Studio,"Open World, Action-Adventure",Cross-Buy,NA,Physical and Digital,PS4 Pro,nan,0,0,https://yakuza.sega.com/lostjudgment/
7373,3255,Lost Orbit,Pixelnauts,2015.0,2015-05-12,Pixelnauts,Action,,1341.44,Digital only,,nan,0,0,http://www.lostorbitgame.com/
7374,-4804,Lost Ruins,,,,,,,NA,,,nan,0,0,http://www.lostorbitgame.com/
7375,4353,Lost Sea,eastasiasoft,2016.0,2016-07-05,eastasiasoft,"Roguelite, Action-Adventure",PS Now,535.0,Physical and Digital,,nan,0,0,http://www.lostseagame.com/
7376,-4846,Lost Soul Aside (PS4),,,,,,,NA,,,nan,0,0,http://www.ultizerogames.com/enindex.html#page1
7377,6125,LOST SPHEAR,Square Enix,2018.0,2018-01-23,Tokyo RPG Factory,"Action-RPG, Role Playing",,4864.0,Physical and Digital,,35-40,0,0,https://www.lostsphear.com/
7378,11581,LOST SPHEAR (Asia),Arc System Works,2021.0,2021-01-28,Tokyo RPG Factory,"Action-RPG, Role Playing",,5242.88,Physical and Digital,,nan,0,0,http://arcsystemworks.net/bbs/board.php?bo_table=products_zh&wr_id=105
7379,10536,Lost Wing,2Awesome Studio,2020.0,2020-07-29,BoxFrog Games,Shoot 'em up,,688.0,Digital only,,nan,0,0,http://boxfroggames.com/wp/lostwing/
7380,10535,Lost Wing (EU),2Awesome Studio,2020.0,2020-07-29,BoxFrog Games,Shoot 'em up,,688.0,Digital only,,0-1,0,0,http://boxfroggames.com/wp/lostwing/
7381,11372,Lost Wing (HK/TW),eastasiasoft,2020.0,2020-12-17,2Awesome Studio,Shoot 'em up,,682.0,Digital only,,nan,0,0,https://www.eastasiasoft.com/games/Lost-Wing
7382,11374,Lost Wing (JP),eastasiasoft,2020.0,2020-12-17,2Awesome Studio,Shoot 'em up,,682.0,Digital only,,nan,0,0,https://www.eastasiasoft.com/games/Lost-Wing
7383,12066,Lost Words: Beyond the Page,Modus Games,2021.0,2021-04-06,Sketchbook Games,Platformer,,2242.56,Digital only,,nan,0,0,http://www.lastwordgame.com/
7384,4146,LOUD on Planet X,Pop Sandbox,2016.0,2016-04-19,Pop Sandbox,Music,,627.0,Digital only,,nan,0,0,http://loudonplanetx.com/
7385,4178,LOUD on Planet X (EU),Pop Sandbox,2016.0,2016-04-19,Pop Sandbox,Music,,627.0,Digital only,,nan,0,0,http://loudonplanetx.com/
7386,6085,LOUD on Planet X (JP),CrossFunction,2017.0,2017-07-14,Pop Sandbox,Music,,805.0,Digital only,,nan,0,0,http://www.crossfunction.co.jp/loud-on-planet-x/
7387,9786,Love Clear,Entergram,2020.0,2020-02-27,Giga,Visual Novel,,4495.36,Digital only,,nan,0,0,
7388,11963,Love Live! School Idol Festival ~after school ACTIVITY~ Wai-Wai!Home Meeting!!,Square Enix,2021.0,2021-03-24,Square Enix,Music,,24135.68,Digital only,,nan,0,0,https://lovelive-sifachm.square-enix-games.com/
7389,3868,Love Revenge,Entergram,2015.0,2015-12-17,Dearsoft,Visual Novel,,2457.6,Digital only,,1-2,0,0,http://www.entergram.co.jp/loverevenge/
7390,13365,LoveChoice (EU) (PS4),Ratalaika Games,2021.0,2021-09-10,Akaba Studio,Visual Novel,Cross-Buy,NA,Digital only,,nan,0,0,
7391,13367,LoveChoice (JP) (PS4),Ratalaika Games,2021.0,2021-09-10,Akaba Studio,Visual Novel,Cross-Buy,NA,Digital only,,nan,0,0,
7392,13366,LoveChoice (PS4),Ratalaika Games,2021.0,2021-09-10,Akaba Studio,Visual Novel,Cross-Buy,NA,Digital only,,nan,0,0,
7393,8441,Lovecraft's Untold Stories,BadLand Publishing,2019.0,2019-05-10,Blini Games,"Roguelite, Survival Horror",,384.0,Physical and Digital,,nan,0,0,https://blg-publishing.com/lovecraft-untold-stories/
7394,4127,Lovely Planet,tinyBuild,2016.0,2016-04-05,QUICKTEQUILA,"First Person Shooter, Platformer",PS Now,125.0,Digital only,,nan,0,0,http://tinybuild.com/
7395,8222,LoveR,Kadokawa Games,2019.0,2019-03-14,Kadokawa Games,Visual Novel,,5785.6,Physical and Digital,,nan,0,0,http://sweetone.jp/lover/
7396,9806,LoveR Kiss,Kadokawa Games,2020.0,2020-02-27,Kadokawa Games,Visual Novel,,9861.12,Physical and Digital,,nan,0,0,http://sweetone.jp/loverkiss/
7397,3970,Lovers in a Dangerous Spacetime,Asteroid Base,2016.0,2016-02-09,Asteroid Base,Shoot 'em up,PS Plus,858.0,,,8-10,0,0,http://www.asteroidbase.com/dangerous-spacetime/
7398,13796,Lucid Cycle (Asia) (PS4),eastasiasoft,2021.0,2021-10-27,"Tonguc Bodur, eastasiasoft",Adventure,Cross-Buy,NA,Digital only,,nan,0,0,https://www.eastasiasoft.com/games/Lucid-Cycle
7399,13795,Lucid Cycle (EU) (PS4),eastasiasoft,2021.0,2021-10-27,"Tonguc Bodur, eastasiasoft",Adventure,Cross-Buy,NA,Digital only,,nan,0,0,https://www.eastasiasoft.com/games/Lucid-Cycle
7400,13872,Lucid Cycle (JP) (PS4),eastasiasoft,2021.0,2021-10-27,"Tonguc Bodur, eastasiasoft",,Cross-Buy,NA,Digital only,,nan,0,0,https://www.eastasiasoft.com/games/Lucid-Cycle
7401,13794,Lucid Cycle (PS4),eastasiasoft,2021.0,2021-10-27,"Tonguc Bodur, eastasiasoft",Adventure,Cross-Buy,NA,Digital only,,nan,0,0,https://www.eastasiasoft.com/games/Lucid-Cycle
7402,11992,Luckslinger,2Awesome Studio,2021.0,2021-04-06,Duckbridge,Platformer,,214.0,Digital only,,nan,0,0,https://www.2awesomestudio.com/pages/luckslinger.html
7403,11993,Luckslinger (EU),2Awesome Studio,2021.0,2021-04-06,Duckbridge,Platformer,,214.0,Digital only,,nan,0,0,https://www.2awesomestudio.com/pages/luckslinger.html
7404,12490,Luckslinger (HK/TW),eastasiasoft,2021.0,2021-06-11,"Duckbridge, 2Awesome Studio",Platformer,Cross-Buy,NA,Digital only,,nan,0,0,https://www.eastasiasoft.com/games/Luckslinger
7405,12492,Luckslinger (JP),eastasiasoft,2021.0,2021-06-11,"Duckbridge, 2Awesome Studio",Platformer,Cross-Buy,NA,Digital only,,nan,0,0,https://www.eastasiasoft.com/games/Luckslinger
7406,-4506,Ludoku,,,,,,,NA,,,nan,0,0,https://www.2awesomestudio.com/pages/ludoku.html
7407,7151,Lumines Remastered,Enhance,2018.0,2018-06-26,Resonair,Puzzle,,1382.4,Physical and Digital,PS4 Pro,nan,0,0,https://luminesremastered.com/
7408,7152,Lumines Remastered (EU),Enhance,2018.0,2018-06-26,Resonair,Puzzle,,1382.4,Digital only,PS4 Pro,nan,0,0,https://luminesremastered.com/
7409,7150,Lumines Remastered (JP),Enhance,2018.0,2018-06-26,Resonair,Puzzle,,1382.4,Digital only,PS4 Pro,nan,0,0,http://luminesremastered.com/
7410,9621,Lumini,2Awesome Studio,2020.0,2020-01-21,Speelbaars,Puzzle,,665.0,Digital only,,nan,0,0,http://lumini-game.com/
7411,9917,Lumini (Asia),eastasiasoft,2020.0,2020-03-26,Speelbaars,Puzzle,,679.0,Digital only,,nan,0,0,https://www.eastasiasoft.com/games/Lumini
7412,9620,Lumini (EU),2Awesome Studio,2020.0,2020-01-21,Speelbaars,Puzzle,,665.0,Digital only,,nan,0,0,http://lumini-game.com/
7413,4241,Lumo,Rising Star Games,2016.0,2016-05-24,Triple Eh?,Platformer,"PS Plus, PS Now",3174.4,Physical and Digital,,nan,0,0,http://play-lumo.com
7414,-3431,Lumote,,,,,,,NA,,,nan,0,0,https://www.luminawesome.com/lumote
7415,8608,Luna,Funomena,2019.0,2019-06-18,Funomena,Puzzle,,1044.48,Digital only,"PlayStation VR Compatible, PlayStation Camera Compatible, PlayStation Move Compatible",nan,0,0,https://luna.funomena.com/
7416,6322,Lunar Stone: Origin of Blood,Gamepoch,2018.0,2018-03-21,Zenox Studio,First Person Shooter,,4495.36,Digital only,"PlayStation VR Required, PlayStation Camera Required, PlayStation Move Required",nan,0,0,
7417,11076,Lunch A Palooza,Alternative Software,2020.0,2020-11-03,Seashell Studio,Party,,1105.92,Digital only,,nan,0,0,http://www.seashellstudio.mx/en/_/lunchapalooza/
7418,11077,Lunch A Palooza (EU),Alternative Software,2020.0,2020-11-03,Seashell Studio,Party,,1105.92,Digital only,,nan,0,0,http://www.seashellstudio.mx/en/_/lunchapalooza/
7419,7043,Lunch Truck Tycoon 2,Diggidy.net,2018.0,2018-05-08,Diggidy.net,Simulation,,4700.16,Digital only,,nan,0,0,http://diggidy.net/games/
7420,-5052,Lust for Darkness,,,,,,,NA,,,nan,0,0,https://moviegames.pl/lust-for-darkness/
