gameid,name,web,publisher,developer,release,platform,genre,hardware,notes,medium,size,completion est,links,features
5530,Q,http://liica.co.jp/contents/q/jp/x.html,liica,"liica, OrangeBox",26 June 2015,Xbox One,Puzzle,Kinect Enabled,ID@Xbox,Digital only,515MB,80-100 hours,Official site,
5819,Q*bert REBOOTED: The XBOX One @!#?@! Edition,,GPC,LOOT Interactive,12 February 2016,"Xbox One, Xbox Series X|S",Action,,ID@Xbox,Digital only,501MB,,,
6951,Q.U.B.E. 2,https://www.toxicgames.co.uk/qube2/,Trapped Nerve Games,Toxic Games,13 March 2018,"Xbox One, Xbox Series X|S","Puzzle, Platformer",,ID@Xbox,Digital only,2.73GB,6-8 hours,Official site,"Xbox One X Enhanced, 4K"
5561,Q.U.B.E. Director's Cut,http://qube-game.com/,GRIP Digital,"Toxic Games, GRIP Digital",24 July 2015,"Xbox One, Xbox Series X|S","Puzzle, Platformer",,ID@Xbox,Digital only,1.28GB,4-5 hours,Official site,
9781,Quake,,Bethesda Softworks,"MachineGames, Nightdive Studios, id Software",19 August 2021,"Xbox One, Xbox Series X|S, Windows (Windows 10+)",First Person Shooter,64-Bit,"xCloud, Xbox Game Pass, Xbox Game Pass for PC",Digital only,1.25GB,2-3 hours,,"Smart Delivery, Optimized for Series X|S, 4K, Cross-Play"
6896,Quantic Pinball,,Plug In Digital,Shine Research,09 February 2018,"Xbox One, Xbox Series X|S",Pinball,,ID@Xbox,Digital only,350MB,3-4 hours,,
5907,Quantum Break,https://www.remedygames.com/games/quantumbreak/,Xbox Game Studios,Remedy Entertainment,05 April 2016,"Xbox One, Xbox Series X|S, Windows (Windows 10+)",Third Person Shooter,64-Bit,Xbox Game Pass,Physical and Digital,102.56GB,15-20 hours,Official site,Xbox One X Enhanced
-4055,Quantum League,https://quantum-league.com/,,,,,,,,,,,Official site,
9278,Quantum Replica,http://pqube.co.uk/quantum-replica/,PQube,ON3D Studios,14 May 2021,"Xbox One, Xbox Series X|S",Stealth,,ID@Xbox,Digital only,5.09GB,,Official site,
5520,Quantum Rush: Champions,http://www.quantum-rush.net/,GameArt Studio,GameArt Studio,19 June 2015,"Xbox One, Xbox Series X|S",Arcade Racing,,ID@Xbox,Digital only,1.43GB,,Official site,
6052,Quatros Origins,http://quatrosorigins.com/,God As A Cucumber,God As A Cucumber,29 July 2016,"Xbox One, Xbox Series X|S",Puzzle,,ID@Xbox,Digital only,207MB,6-8 hours,Official site,
7722,Qubit's Quest,https://mars.pdp.com/QubitsQuest,Performance Designed Products,Two Okes Entertainment,01 November 2019,"Xbox One, Xbox Series X|S",Platformer,,,Digital only,3.49GB,,Official site,
-5215,QUByte Classics - Brave Battle Saga: The Legend of the Magic Warrior,https://mars.pdp.com/QubitsQuest,,,,,,,,,,,,
-5214,QUByte Classics - Canon: Legends of the New Gods,https://mars.pdp.com/QubitsQuest,,,,,,,,,,,,
-5213,QUByte Classics - The Humans,https://mars.pdp.com/QubitsQuest,,,,,,,,,,,,
10031,QUByte Classics - The Immortal by PIKO,,QUByte Interactive,Piko Interactive,28 October 2021,"Xbox One, Xbox Series X|S",Action-Adventure,,,Digital only,258MB,,,
7600,Queen's Quest 2: Stories of Forgotten Past,https://www.artifexmundi.com/g/queens-quest-2-stories-forgotten-past/,Artifex Mundi,Brave Giant,22 February 2019,"Xbox One, Xbox Series X|S","Adventure, Point & Click",,ID@Xbox,Digital only,1.67GB,3-4 hours,Official site,"Xbox One X Enhanced, 4K"
7775,Queen's Quest 3: The End of Dawn,https://www.artifexmundi.com/g/queens-quest-3-end-dawn/,Artifex Mundi,Brave Giant,13 June 2019,"Xbox One, Xbox Series X|S","Adventure, Point & Click",,ID@Xbox,Digital only,1.82GB,3-4 hours,Official site,"Xbox One X Enhanced, 4K"
8053,Queen's Quest 4: Sacred Truce,https://www.artifexmundi.com/g/queens-quest-4-sacred-truce/,Artifex Mundi,Brave Giant,11 October 2019,"Xbox One, Xbox Series X|S","Adventure, Point & Click",,ID@Xbox,Digital only,1.99GB,3-4 hours,Official site,"Xbox One X Enhanced, 4K"
10200,Queen's Quest 5: Symphony of Death,,Artifex Mundi,Brave Giant,16 December 2021,"Xbox One, Xbox Series X|S","Adventure, Point & Click",,ID@Xbox,Digital only,1.73GB,2-3 hours,,"Smart Delivery, Optimized for Series X|S, 4K"
8458,Quern - Undying Thoughts,https://querngame.com/,Zadbox Entertainment,Zadbox Entertainment,24 April 2020,"Xbox One, Xbox Series X|S","Puzzle, Adventure",,ID@Xbox,Digital only,6.51GB,8-10 hours,Official site,
8432,Quest Hunter,http://2zombie.com/questhunter/,2 Zombie Games,2 Zombie Games,24 April 2020,"Xbox One, Xbox Series X|S, Windows (Windows 10+)","Action-RPG, Role Playing",64-Bit,ID@Xbox,Digital only,1.63GB,20-25 hours,Official site,"Xbox One X Enhanced, Xbox Play Anywhere, 4K, Cross-Play"
5631,Quest of Dungeons,http://www.questofdungeons.com/,Upfall Studios,Upfall Studios,04 September 2015,"Xbox One, Xbox Series X|S","Roguelite, Role Playing, Dungeon Crawler",,ID@Xbox,Digital only,166MB,15-20 hours,Official site,
5536,Quiplash,http://jackboxgames.com/project/quiplash/,Jackbox Games,Jackbox Games,30 June 2015,"Xbox One, Xbox Series X|S",Party,,ID@Xbox,Digital only,204MB,0-1 hour,Official site,
8975,Quiplash 2 InterLASHional: The Say Anything Party Game!,https://www.jackboxgames.com/quiplash-two-interlashional/,Jackbox Games,Jackbox Games,03 December 2020,"Xbox One, Xbox Series X|S",Party,,,Digital only,527MB,1-2 hours,Official site,4K
9636,Q-YO Blaster,,Forever Entertainment,"Team Robot Black Hat, Forever Entertainment",16 July 2021,"Xbox One, Xbox Series X|S",Shoot 'em up,,ID@Xbox,Digital only,270MB,,,
7229,Wailing Heights,http://www.wailingheights.com/,Outsider Games,Outsider Games,15 August 2018,"Xbox One, Xbox Series X|S","Adventure, Point & Click",,ID@Xbox,Digital only,6.30GB,3-4 hours,Official site,
8518,Waking,http://www.wakinggame.com/,tinyBuild,Jason Oda,18 June 2020,"Xbox One, Xbox Series X|S",Adventure,,ID@Xbox,Digital only,3.66GB,,Official site,
9628,"Walden, a game",https://www.waldengame.com/,USC Games Publishing,USC Game Innovation Lab,02 July 2021,"Xbox One, Xbox Series X|S",Adventure,,ID@Xbox,Digital only,2.47GB,,Official site,
6645,Walk The Light,https://walkthelightgame.blogspot.com.au/,AntiCrunch Studios,AntiCrunch Studios,08 September 2017,"Xbox One, Xbox Series X|S","Puzzle, Platformer",,ID@Xbox,Digital only,728MB,,Official site,
6254,Wand Wars,,Moonradish,Moonradish,06 December 2016,"Xbox One, Xbox Series X|S",Action,,ID@Xbox,Digital only,356MB,,,
8187,Wandersong,https://wanderso.ng/,Humble Games,Greg Lobanov,06 December 2019,"Xbox One, Xbox Series X|S",Adventure,,ID@Xbox,Digital only,2.01GB,0-1 hour,Official site,
-4406,War Mongrels,https://www.warmongrels.com/,,,,,,,,,,,Official site,
7729,War Tech Fighters,http://www.drakkardev.com/projects/wtf/,Blowfish Studios,Drakkar Dev,27 June 2019,"Xbox One, Xbox Series X|S","First Person Shooter, Third Person Shooter, Mech",,ID@Xbox,Digital only,3.20GB,,Official site,"Xbox One X Enhanced, 4K"
8425,War Theatre,,Arcade Distillery,Arcade Distillery,24 April 2020,"Xbox One, Xbox Series X|S, Windows (Windows 10+)","Strategy, Turn Based",64-Bit,ID@Xbox,Digital only,398MB,15-20 hours,,"Xbox One X Enhanced, Xbox Play Anywhere, 4K"
7114,War Thunder,https://warthunder.com/,Gaijin Entertainment,Gaijin Entertainment,19 June 2018,"Xbox One, Xbox Series X|S","Automobile, Aerial, Vehicular Combat",KBM Support,,Digital only,30.34GB,,Official site,"Xbox One X Enhanced, Smart Delivery, Optimized for Series X|S, 4K, Cross-Play, HDR"
8541,Warborn,https://raredropgames.com/warborn/,PQube,Raredrop Games,12 June 2020,"Xbox One, Xbox Series X|S","Mech, Strategy, Turn Based",,ID@Xbox,Digital only,1.67GB,,Official site,"Xbox One X Enhanced, 4K, Cross-Play"
9384,WarDogs: Red's Return,,QUByte Interactive,Mito Games,29 April 2021,"Xbox One, Xbox Series X|S",Beat 'em up,,ID@Xbox,Digital only,4.98GB,2-3 hours,,
7309,Warface,https://wf.my.com/en/?_1lr=0-2520740_2008924,MY.GAMES,Crytek,09 October 2018,"Xbox One, Xbox Series X|S","Battle Royale, First Person Shooter",,ID@Xbox,Digital only,8.98GB,100-120 hours,Official site,"Xbox One X Enhanced, 4K, HDR"
8545,Warface: Breakout,https://playbreakout.com/en,MY.GAMES,Allods Team,26 May 2020,"Xbox One, Xbox Series X|S",First Person Shooter,,ID@Xbox,Digital only,9.47GB,25-30 hours,Official site,"Xbox One X Enhanced, 4K, HDR"
5186,Warframe,https://www.warframe.com/,Digital Extremes,Digital Extremes,02 September 2014,"Xbox One, Xbox Series X|S","Action-RPG, Role Playing, Third Person Shooter, MMO",KBM Support,ID@Xbox,Digital only,44.70GB,200+ hours (excludes DLC packs),Official site,"Xbox One X Enhanced, Smart Delivery, Optimized for Series X|S"
7538,Wargroove,http://wargroove.com/,Chucklefish,Chucklefish,01 February 2019,"Xbox One, Xbox Series X|S, Windows (Windows 10+)","Strategy, Turn Based",64-Bit,ID@Xbox,Digital only,333MB,60-80 hours,Official site,"Xbox Play Anywhere, Cross-Play"
10102,"Warhammer 40,000: Battlesector",https://www.slitherine.com/game/warhammer-40000-battlesector,Slitherine Software,Black Lab Games,02 December 2021,"Xbox One, Xbox Series X|S","Strategy, Turn Based",KBM Support,"ID@Xbox, xCloud, Xbox Game Pass",Digital only,4.56GB,20-25 hours,Official site,4K
7094,"Warhammer 40,000: Inquisitor – Martyr",https://neocoregames.com/en/games/warhammer-40k-inquisitor-martyr,"Nacon, Maximum Games",NeocoreGames,23 August 2018,"Xbox One, Xbox Series X|S","Action-RPG, Role Playing",,,Physical and Digital,26.50GB,80-100 hours (excludes DLC packs),Official site,Xbox One X Enhanced
8524,"Warhammer 40,000: Mechanicus",https://www.mechanicus40k.com/,"Kasedo Games, Kalypso Media",Bulwark Studios,17 July 2020,"Xbox One, Xbox Series X|S","Strategy, Turn Based",,,Physical and Digital,7.69GB,,Official site,
-4831,"Warhammer 40,000: Shottas, Blood & Teef",https://www.rogueside.com/shootas-blood-teef/,,,,,,,,,,,Official site,
9571,"Warhammer 40,000: Space Wolf",https://spacewolfgame.com/,HeroCraft,HeroCraft,30 June 2021,"Xbox One, Xbox Series X|S","Strategy, Turn Based",,ID@Xbox,Digital only,3.66GB,,Official site,"4K, HDR"
9477,Warhammer Age of Sigmar: Storm Ground,https://www.focus-home.com/en-us/games/warhammer-age-of-sigmar-storm-ground,Focus Entertainment,Gasket Games,27 May 2021,"Xbox One, Xbox Series X|S","Strategy, Turn Based",,,Digital only,4.62GB,,Official site,Cross-Play
6349,Warhammer Quest,,Chilled Mouse,Rodeo Games,24 February 2017,"Xbox One, Xbox Series X|S","Strategy, Turn Based, Dungeon Crawler",,ID@Xbox,Digital only,1.96GB,,,
8216,Warhammer Quest 2: The End Times,,Chilled Mouse,Perchang,20 December 2019,"Xbox One, Xbox Series X|S","Strategy, Turn Based",,,Digital only,2.42GB,,,
7757,Warhammer: Chaosbane,https://warhammer-chaosbane.com/,"Nacon, Maximum Games",Eko Software,04 June 2019,"Xbox One, Xbox Series X|S","Action-RPG, Role Playing, Dungeon Crawler",,,Physical and Digital,11.98GB,40-50 hours,Official site,Xbox One X Enhanced
6160,Warhammer: End Times - Vermintide,http://vermintide.com/,Fatshark,Fatshark,04 October 2016,"Xbox One, Xbox Series X|S",Hack & Slash,,ID@Xbox,Physical and Digital,25.48GB,200+ hours (excludes DLC packs),Official site,"Xbox One X Enhanced, 4K"
7118,Warhammer: Vermintide 2,http://www.vermintide.com/,"Fatshark, 505 Games",Fatshark,11 July 2018,"Xbox One, Xbox Series X|S",Hack & Slash,KBM Support,"ID@Xbox, xCloud",Physical and Digital,78.14GB,80-100 hours (excludes DLC packs),Official site,"Xbox One X Enhanced, Optimized for Series X|S, 4K"
-3103,Warlocks 2: God Slayers,http://warlocks2.com/,,,,,,,,,,,Official site,
7751,Warlock's Tower,http://midipixel.com/warlockstower/,Ratalaika Games,Midipixel,29 May 2019,"Xbox One, Xbox Series X|S",Puzzle,,ID@Xbox,Digital only,139MB,1-2 hours,Official site,
-3678,Warp Nexus,https://www.warpnexus.com/,,,,,,,,,,,Official site,
7630,Warparty,https://www.warpartygame.com/,Rogueside,Warcave,28 March 2019,"Xbox One, Xbox Series X|S","Strategy, Real Time",,ID@Xbox,Digital only,2.90GB,,Official site,
9260,Warrior Boy,https://warrior-boy.technoaf.com/,TADVGames Studio,TADVGames Studio,05 March 2021,"Xbox One, Xbox Series X|S",Action-Adventure,,ID@Xbox,Digital only,4.88GB,1-2 hours,Official site,
8660,WarriOrb,https://www.warriorb.com/,Not Yet,Not Yet,07 August 2020,"Xbox One, Xbox Series X|S",Platformer,,ID@Xbox,Digital only,7.00GB,,Official site,4K
5182,Warriors Orochi 3 Ultimate,http://www.tecmokoeiamerica.com/wo3/,KOEI TECMO,Omega Force,02 September 2014,"Xbox One, Xbox Series X|S",Hack & Slash,,,Physical and Digital,19.61GB,150-200 hours,Official site,
5917,Warriors Orochi 3 Ultimate (CN),http://www.ehedco.com/Localpublishingproductsdetail?_l=en&article_id=452,KOEI TECMO,Omega Force,15 April 2016,"Xbox One, Xbox Series X|S",Hack & Slash,,,Physical and Digital,22.32GB,,Official site,
5353,Warriors Orochi 3 Ultimate (HK/TW),,KOEI TECMO,Omega Force,13 November 2014,"Xbox One, Xbox Series X|S",Hack & Slash,,,Physical and Digital,19.67GB,,,
5188,Warriors Orochi 3 Ultimate (JP),http://www.gamecity.ne.jp/orochi2/ultimate/,KOEI TECMO,Omega Force,04 September 2014,"Xbox One, Xbox Series X|S",Hack & Slash,,,Physical and Digital,19.61GB,,Official site,
7361,Warriors Orochi 4,http://www.koeitecmoamerica.com/wo4/,KOEI TECMO,Omega Force,16 October 2018,"Xbox One, Xbox Series X|S",Hack & Slash,,,Physical and Digital,17.64GB,40-50 hours (excludes DLC packs),Official site,"Xbox One X Enhanced, 4K"
8784,WARSAW,https://warsawthegame.com/,Crunching Koalas,Pixelated Milk,02 October 2020,"Xbox One, Xbox Series X|S","Strategy, Turn Based",,ID@Xbox,Digital only,2.00GB,,Official site,
8355,WARTILE,https://www.wartile.com/,Deck13 Interactive,Playwood Project,24 March 2020,"Xbox One, Xbox Series X|S","Strategy, Real Time",,ID@Xbox,Digital only,7.19GB,6-8 hours,Official site,
5672,Wasteland 2: Director's Cut,https://www.inxile-entertainment.com/wasteland2,"Deep Silver, inXile Entertainment",inXile Entertainment,13 October 2015,"Xbox One, Xbox Series X|S, Windows (Windows 10+)","Role Playing, Strategy, Turn Based",64-Bit,"ID@Xbox, xCloud, Xbox Game Pass, Xbox Game Pass for PC",Physical and Digital,9.31GB,80-100 hours,Official site,"Xbox Play Anywhere, xCloud Touch Controls"
8782,Wasteland 3,https://www.inxile-entertainment.com/wasteland3,Deep Silver,inXile Entertainment,28 August 2020,"Xbox One, Xbox Series X|S","Role Playing, Strategy, Turn Based",,"xCloud, Xbox Game Pass",Physical and Digital,25.00GB,120-150 hours (excludes DLC packs),Official site,"Xbox One X Enhanced, 4K, xCloud Touch Controls, HDR"
8333,Wasteland Remastered,https://www.inxile-entertainment.com/,Xbox Game Studios,"Interplay, inXile Entertainment, Krome Studios",25 February 2020,"Xbox One, Xbox Series X|S, Windows (Windows 10+)","Role Playing, Turn Based",64-Bit,"xCloud, Xbox Game Pass, Xbox Game Pass for PC",Digital only,3.02GB,25-30 hours,Official site,"Xbox Play Anywhere, xCloud Touch Controls"
8924,Watch Dogs: Legion,https://watchdogs.ubisoft.com,Ubisoft,Ubisoft Toronto,29 October 2020,"Xbox One, Xbox Series X|S","Third Person Shooter, Stealth, Open World",,,Physical and Digital,35.44GB,40-50 hours (excludes DLC packs),Official site,"Xbox One X Enhanced, Smart Delivery, Optimized for Series X|S, 4K, HDR"
5104,Watch_Dogs,https://www.ubisoft.com/en-us/game/watch-dogs/,Ubisoft,Ubisoft Montreal,27 May 2014,"Xbox One, Xbox Series X|S","Third Person Shooter, Stealth, Open World",,,Physical and Digital,20.44GB,50-60 hours (excludes DLC packs),Official site,
6230,Watch_Dogs 2,https://www.ubisoft.com/en-us/game/watch-dogs-2/,Ubisoft,Ubisoft Montreal,15 November 2016,"Xbox One, Xbox Series X|S","Third Person Shooter, Stealth, Open World",,,Physical and Digital,33.17GB,40-50 hours (excludes DLC packs),Official site,
-5249,Wavetale,https://www.ubisoft.com/en-us/game/watch-dogs-2/,,,,,,,,,,,,
6948,Way of the Passive Fist,http://wayofthepassivefist.com/,Household Games,Household Games,07 March 2018,"Xbox One, Xbox Series X|S",Beat 'em up,,ID@Xbox,Digital only,208MB,,Official site,
-3743,Way to the Woods,https://www.waytothewoodsgame.com/,,,,,,,"ID@Xbox, xCloud, Xbox Game Pass for PC, Xbox Game Pass",,,,Official site,
5453,WE ARE DOOMED,http://www.vertexpop.com/wearedoomed/,Vertex Pop,Vertex Pop,17 April 2015,"Xbox One, Xbox Series X|S",Shoot 'em up,,ID@Xbox,Digital only,156MB,6-8 hours,Official site,
-4728,We Are The Caretakers,http://www.wearethecaretakers.com/,,,,,,,,,,,Official site,
6359,We Are The Dwarves,http://wearethedwarves.com/,Whale Rock Games,Whale Rock Games,24 February 2017,"Xbox One, Xbox Series X|S",Action-Adventure,,ID@Xbox,Digital only,2.51GB,6-8 hours,Official site,
7219,We Happy Few,http://compulsiongames.com/en/10/we-happy-few,Gearbox Publishing,Compulsion Games,10 August 2018,"Xbox One, Xbox Series X|S, Windows (Windows 10+)","Action-Adventure, Stealth",64-Bit,"xCloud, Xbox Game Pass, Xbox Game Pass for PC",Physical and Digital,10.65GB,40-50 hours (excludes DLC packs),Official site,"Xbox One X Enhanced, Xbox Play Anywhere, Smart Delivery, Optimized for Series X|S, 4K, HDR"
8610,We should talk.,http://www.weshouldtalkgame.com/,Whitethorn Digital,Insatiable Cycle,16 July 2020,"Xbox One, Xbox Series X|S",Visual Novel,,ID@Xbox,Digital only,1.66GB,2-3 hours,Official site,"Xbox One X Enhanced, 4K, HDR"
6727,We Sing Pop,,THQ Nordic,Le Cortex,24 October 2017,"Xbox One, Xbox Series X|S",Music,,,Physical and Digital,6.45GB,,,
7965,We Were Here,http://www.totalmayhemgames.com/games/we-were-here/,Total Mayhem Games,Total Mayhem Games,16 September 2019,"Xbox One, Xbox Series X|S",Puzzle,,,Digital only,1.57GB,1-2 hours,Official site,
8530,We Were Here Together,https://totalmayhemgames.com/games/we-were-here-together/,Total Mayhem Games,Total Mayhem Games,05 June 2020,"Xbox One, Xbox Series X|S",Puzzle,,ID@Xbox,Digital only,6.19GB,6-8 hours,Official site,
8001,We Were Here Too,http://www.totalmayhemgames.com/games/we-were-here-too/,Total Mayhem Games,Total Mayhem Games,02 October 2019,"Xbox One, Xbox Series X|S",Puzzle,,,Digital only,2.25GB,2-3 hours,Official site,
7787,We. The Revolution,http://we-the-revolution.com/,Klabater,Polyslash,25 June 2019,"Xbox One, Xbox Series X|S",Simulation,,ID@Xbox,Digital only,2.02GB,,Official site,
8204,Weakless,,Punk Notion,Cubeish Games,13 December 2019,"Xbox One, Xbox Series X|S",Action-Adventure,,,Digital only,2.58GB,2-3 hours,,
9697,WeakWood Throne,https://drageusgames.com/tcportfolio/weakwood-throne/,Drageus Games,Gnelf,03 September 2021,"Xbox One, Xbox Series X|S, Windows (Windows 10+)","Action-RPG, Role Playing",,ID@Xbox,Digital only,145MB,2-3 hours,Official site,
9639,Weapon of Choice DX,http://www.mommysbestgames.com/,Mommy's Best Games,Mommy's Best Games,02 September 2021,"Xbox One, Xbox Series X|S",Run & Gun,,ID@Xbox,Digital only,586MB,,Official site,"Xbox One X Enhanced, 4K"
-4989,Weird West,https://www.weirdwest.com/,,,,,,,Xbox Game Pass,,,,Official site,
8796,Welcome To Elk,https://www.welcometoelk.com/,Triple Topping Games,Triple Topping Games,17 September 2020,"Xbox One, Xbox Series X|S",Adventure,,ID@Xbox,Digital only,756MB,2-3 hours,Official site,
7833,Welcome to Hanwell,http://www.welcometohanwell.com/,Steel Arts Software,Steel Arts Software,19 July 2019,"Xbox One, Xbox Series X|S",Survival Horror,,,Digital only,8.59GB,,Official site,
6243,Wells,http://towerupstudios.com/wells/,Tower Up Studios,Tower Up Studios,30 January 2017,"Xbox One, Xbox Series X|S",Run & Gun,,ID@Xbox,Digital only,3.35GB,6-8 hours,Official site,
7282,Wenjia,https://indienova.com/g/WENJIA,E-Home Entertainment,Dilemma Studio,21 September 2018,"Xbox One, Xbox Series X|S, Windows (Windows 10+)",Platformer,64-Bit,ID@Xbox,Digital only,1.71GB,2-3 hours,Official site,Xbox Play Anywhere
8507,Wer weiß denn sowas? - Das Spiel,http://wwds.bitcomposer.com/,bitComposer Games,"Lost The Game Studios, The Knights of Unity",08 May 2020,"Xbox One, Xbox Series X|S, Windows (Windows 10+)","Educational & Trivia, Party",,,Digital only,8.67GB,10-12 hours,Official site,Xbox Play Anywhere
9100,Werewolf: The Apocalypse - Earthblood (Xbox One),https://werewolf-videogame.com/en,Nacon,Cyanide Studio,04 February 2021,"Xbox One, Xbox Series X|S","Action-Adventure, Stealth",,,Physical and Digital,9.51GB,15-20 hours,Official site,
9215,Werewolf: The Apocalypse - Heart of the Forest,http://differenttales.com/werewolf/,Walkabout Games,Different Tales,24 February 2021,"Xbox One, Xbox Series X|S",Visual Novel,,,Digital only,896MB,6-8 hours,Official site,"Xbox One X Enhanced, 4K"
8576,West of Dead,https://westofdead.com/,Raw Fury,Upstream Arcade,18 June 2020,"Xbox One, Xbox Series X|S",Roguelite,,ID@Xbox,Digital only,882MB,20-25 hours (excludes DLC packs),Official site,"Xbox One X Enhanced, 4K, HDR"
6266,Westerado: Double Barreled,http://www.ostrichbanditos.com/westerado.html,Adult Swim Games,Ostrich Banditos,09 December 2016,"Xbox One, Xbox Series X|S","Action-Adventure, Open World",,ID@Xbox,Digital only,1.34GB,15-20 hours,Official site,
6952,Western Press,,Fellow Traveller,Bandit-1,23 March 2018,"Xbox One, Xbox Series X|S",Action,,ID@Xbox,Digital only,501MB,1-2 hours,,
-5164,What Lies in the Multiverse,https://untoldtales.games/games/what-lies-in-the-multiverse/,,,,,,,,,,,Official site,
6555,What Remains of Edith Finch,http://www.giantsparrow.com/games/finch/,Annapurna Interactive,Giant Sparrow,19 July 2017,"Xbox One, Xbox Series X|S",Adventure,,"ID@Xbox, xCloud, Xbox Game Pass",Digital only,3.45GB,2-3 hours,Official site,xCloud Touch Controls
7117,What the Box?,,Bitten Toast Games,Bitten Toast Games,04 July 2018,"Xbox One, Xbox Series X|S","First Person Shooter, Third Person Shooter",,ID@Xbox,Digital only,486MB,2-3 hours,,
9297,What The Dub?!,https://widerightgames.com/what-the-dub.html,Wide Right Interactive,Wide Right Interactive,08 April 2021,"Xbox One, Xbox Series X|S",Party,,ID@Xbox,Digital only,1.31GB,4-5 hours,Official site,
-4992,What The Duck,http://www.whattheduckgame.com/,,,,,,,,,,,Official site,
6728,Wheel Of Fortune,https://www.ubisoft.com/en-us/game/wheel-of-fortune/,Ubisoft,"Frima Studio, Ubisoft Chengdu",07 November 2017,"Xbox One, Xbox Series X|S","Educational & Trivia, Party",,,Physical and Digital,4.26GB,6-8 hours,Official site,
6227,Wheels of Aurelia,http://www.wheelsofaurelia.com/,MixedBag Games,Santa Ragione,18 November 2016,"Xbox One, Xbox Series X|S",Visual Novel,,ID@Xbox,Digital only,449MB,6-8 hours,Official site,
7142,Wheelspin Frenzy,http://mentalmoosegames.com/wheelspinfrenzy/,Mental Moose Games,Mental Moose Games,06 July 2018,"Xbox One, Xbox Series X|S","Automobile, Arcade Racing",,ID@Xbox,Digital only,765MB,8-10 hours,Official site,
9017,When the Past Was Around,https://chorusworldwide.com/when-the-past-was-around/,Chorus Worldwide Games,"Toge Productions, Mojiken Studio",18 December 2020,"Xbox One, Xbox Series X|S, Windows (Windows 10+)","Adventure, Point & Click",64-Bit,ID@Xbox,Digital only,1.76GB,1-2 hours,Official site,Xbox Play Anywhere
6950,Where Are My Friends?,http://beardgames.net/,Sometimes You,Beard Games Studio,21 March 2018,"Xbox One, Xbox Series X|S",Platformer,,ID@Xbox,Digital only,629MB,,Official site,"Xbox One X Enhanced, 4K"
7649,Where the Bees Make Honey,https://whitethorndigital.com/wtbmh/,Whitethorn Digital,Wakefield Interactive,26 March 2019,"Xbox One, Xbox Series X|S",Puzzle,,ID@Xbox,Digital only,6.13GB,1-2 hours (excludes DLC packs),Official site,"Xbox One X Enhanced, 4K, HDR"
9610,Where the Snow Settles,https://wherethesnowsettles.com/,Myriad Games Studio,Myriad Games Studio,23 July 2021,"Xbox One, Xbox Series X|S",Adventure,,ID@Xbox,Digital only,545MB,0-1 hour,Official site,
8146,Where the Water Tastes Like Wine,http://www.wherethewatertasteslikewine.com/,Serenity Forge,Dim Bulb Games,29 November 2019,"Xbox One, Xbox Series X|S",Adventure,,,Digital only,2.31GB,12-15 hours,Official site,
7892,Whipseey and the Lost Atlas,https://www.blowfishstudios.com/game/whipseey,Blowfish Studios,Daniel A. Ramirez,28 August 2019,"Xbox One, Xbox Series X|S",Platformer,,,Digital only,434MB,3-4 hours,Official site,4K
9733,Whiskey Mafia: Frank's Story,https://chilidoginteractive.com/game/whiskey-mafia-franks-story,ChiliDog Interactive,FastGame,13 August 2021,"Xbox One, Xbox Series X|S",Action-Adventure,,ID@Xbox,Digital only,1.00GB,0-1 hour,Official site,
10065,Whiskey Mafia: Leo's Family,https://chilidoginteractive.com/game/whiskey-mafia-leos-family,ChiliDog Interactive,FastGame,11 November 2021,"Xbox One, Xbox Series X|S",Adventure,,,Digital only,372MB,0-1 hour,Official site,
5584,Whispering Willows,http://nightlightinteractive.com/whisperingwillows/,"Abstraction Games, Akupara Games","Night Light Interactive, Abstraction Games",28 August 2015,"Xbox One, Xbox Series X|S",Adventure,,ID@Xbox,Digital only,2.24GB,1-2 hours,Official site,
5404,White Night,http://osome-studio.com/whitenight/,Activision,OSome Studio,06 March 2015,"Xbox One, Xbox Series X|S",Survival Horror,,,Digital only,1.83GB,6-8 hours,Official site,
6614,White Noise 2,http://www.milkstonestudios.com/games/white-noise-2/,Milkstone Studios,Milkstone Studios,01 September 2017,"Xbox One, Xbox Series X|S",Action Horror,,ID@Xbox,Digital only,2.12GB,12-15 hours,Official site,
-5238,Who is He: Let Me Out,http://www.milkstonestudios.com/games/white-noise-2/,,,,,,,,,,,,
8922,Who Wants to be a Millionaire?,https://www.microids.com/game-who-wants-to-be-a-millionaire/,"Microids, Maximum Games",Appeal Studio,29 October 2020,"Xbox One, Xbox Series X|S",Educational & Trivia,,,Physical and Digital,1.16GB,8-10 hours,Official site,"4K, HDR"
-5274,Who Wants to be a Millionaire? - New Edition,https://www.microids.com/game-who-wants-to-be-a-millionaire/,,,,,,,,,,,,
6273,Wick,http://wick.hellbentgames.com/,Hellbent Games,Hellbent Games,21 December 2016,"Xbox One, Xbox Series X|S",Action,,ID@Xbox,Digital only,1.19GB,,Official site,
-5181,Wife Quest,https://www.eastasiasoft.com/games/Wife-Quest,,,,,,,,,,,Official site,
-5226,Wild Dogs,https://www.eastasiasoft.com/games/Wife-Quest,,,,,,,,,,,,
-2946,Wild Mage - Phantom Twilight,https://wildmagegame.com/,,,,,,,,,,,Official site,
-5123,Wildcat Gun Machine,https://wildmagegame.com/,,,,,,,,,,,,
