gameid,name,web,publisher,developer,release,platform,genre,hardware,notes,medium,size,completion est,links,features
7267,Fishing Sim World: Pro Tour,https://live.dovetailgames.com/live/fishing-sim-world/about,"Dovetail Games, Maximum Games",Dovetail Games,18 September 2018,"Xbox One, Xbox Series X|S","Sports, Fishing",,ID@Xbox,Physical and Digital,30.51GB,,Official site,
8212,Fishing: Barents Sea,http://fbsgame.net/,astragon Entertainment,Misc Games,13 December 2019,"Xbox One, Xbox Series X|S","Simulation, Sports, Fishing, Management",,ID@Xbox,Digital only,4.71GB,25-30 hours,Official site,"Xbox One X Enhanced, 4K, HDR"
9616,Fishing: North Atlantic,https://fishingnorthatlantic.com/en,Misc Games,Misc Games,30 June 2021,"Xbox One, Xbox Series X|S","Sports, Fishing",,ID@Xbox,Digital only,9.79GB,,Official site,"Xbox One X Enhanced, 4K, HDR"
7707,Fission Superstar X,http://www.turbopelvis3000.com/presskit.html,Turbo Pelvis 3000,Turbo Pelvis 3000,21 May 2019,"Xbox One, Xbox Series X|S",Shoot 'em up,,ID@Xbox,Digital only,219MB,,Official site,
8961,Five Dates,https://www.walesinteractive.com/five-dates,Wales Interactive,"Good Gate Media, Wales Interactive",17 November 2020,"Xbox One, Xbox Series X|S",Visual Novel,,,Digital only,10.32GB,4-5 hours,Official site,
8171,Five Nights at Freddy's,,"Clickteam, Maximum Games",Scottgames,29 November 2019,"Xbox One, Xbox Series X|S, Windows (Windows 10+)",Action,"64-Bit, KBM Support",xCloud,Physical and Digital,333MB,1-2 hours,,Xbox Play Anywhere
8170,Five Nights at Freddy's 2,,"Clickteam, Maximum Games",Scottgames,29 November 2019,"Xbox One, Xbox Series X|S, Windows (Windows 10+)",Action,"64-Bit, KBM Support",xCloud,Physical and Digital,362MB,0-1 hour,,Xbox Play Anywhere
8175,Five Nights at Freddy's 3,,"Clickteam, Maximum Games",Scottgames,29 November 2019,"Xbox One, Xbox Series X|S, Windows (Windows 10+)",Action,"64-Bit, KBM Support",xCloud,Physical and Digital,241MB,8-10 hours,,Xbox Play Anywhere
8174,Five Nights at Freddy's 4,,"Clickteam, Maximum Games",Scottgames,29 November 2019,"Xbox One, Xbox Series X|S, Windows (Windows 10+)",Action,"64-Bit, KBM Support",xCloud,Physical and Digital,692MB,10-12 hours,,Xbox Play Anywhere
8956,Five Nights at Freddy's: Help Wanted,https://www.steelwoolstudios.com/five-nights-at-freddys-help-wanted,Steel Wool Games,Steel Wool Games,30 October 2020,"Xbox One, Xbox Series X|S",Action,,ID@Xbox,Digital only,13.85GB,,Official site,
8590,Five Nights at Freddy's: Sister Location,,"Clickteam, Maximum Games",Scottgames,10 July 2020,"Xbox One, Xbox Series X|S, Windows (Windows 10+)",Action,KBM Support,,Physical and Digital,1.11GB,,,
7377,Flashback 25th Anniversary,https://www.microids.com/game-flashback/,Microids,"Microids, Delphine Software International",20 November 2018,"Xbox One, Xbox Series X|S",Platformer,,,Physical and Digital,532MB,4-5 hours,Official site,
9810,Flaskoman,,Flying Islands Team,Flying Islands Team,14 September 2021,"Xbox One, Xbox Series X|S",Platformer,,ID@Xbox,Digital only,58MB,0-1 hour (excludes DLC packs),,
9576,Flatland Vol.2,https://www.qubyteinteractive.com/games/flatland-vol2/,QUByte Interactive,Minimol Games,29 June 2021,"Xbox One, Xbox Series X|S",Platformer,,ID@Xbox,Digital only,490MB,,Official site,
6390,FlatOut 4: Total Insanity,,Nacon,KT Racing,02 May 2017,"Xbox One, Xbox Series X|S","Automobile, Arcade Racing, Vehicular Combat",,,Physical and Digital,7.06GB,35-40 hours,,
6395,Flinthook,http://flinthook.com/,Tribute Games,Tribute Games,18 April 2017,"Xbox One, Xbox Series X|S","Roguelite, Platformer",,ID@Xbox,Digital only,462MB,50-60 hours,Official site,
7197,Flipping Death,http://www.flippingdeath.com/,Zoink!,Zoink!,07 August 2018,"Xbox One, Xbox Series X|S",Action-Adventure,,ID@Xbox,Digital only,3.21GB,6-8 hours,Official site,
5189,Flockers,http://www.flockersgame.com/,Team17 Software,Team17 Software,19 September 2014,"Xbox One, Xbox Series X|S",Puzzle,,ID@Xbox,Physical and Digital,5.86GB,25-30 hours,Official site,
7420,Floor Kids,http://www.floorkids.com,MERJ Media,Hololabs,27 November 2018,"Xbox One, Xbox Series X|S","Dance, Music",,ID@Xbox,Digital only,1.51GB,3-4 hours,Official site,
9972,Flowers by POWGI,https://www.lightwoodgames.com/flowers-by-powgi/,Lightwood Games,Lightwood Games,27 October 2021,"Xbox One, Xbox Series X|S",Puzzle,,,Digital only,360MB,0-1 hour,Official site,"Smart Delivery, Optimized for Series X|S, 4K"
9409,Flowing Lights,https://www.flowinglights.com/,gFaUmNe,gFaUmNe,07 May 2021,"Xbox One, Xbox Series X|S",Shoot 'em up,,ID@Xbox,Digital only,364MB,6-8 hours,Official site,"Xbox One X Enhanced, 4K"
9655,Flowlines VS.,,Baltoro Games,Baltoro Games,30 July 2021,"Xbox One, Xbox Series X|S",Puzzle,,ID@Xbox,Digital only,541MB,10-12 hours,,
7670,Flutter Bombs,https://www.earthborninteractive.com/flutterbombs,Earthborn Interactive,Earthborn Interactive,12 April 2019,"Xbox One, Xbox Series X|S",Shoot 'em up,,ID@Xbox,Digital only,3.48GB,,Official site,
6840,Flying Tigers: Shadows Over China,http://www.acemaddox.com/,ACE MADDOX,ACE MADDOX,12 January 2018,"Xbox One, Xbox Series X|S","Simulation, Aerial, Vehicular Combat",,ID@Xbox,Digital only,3.54GB,8-10 hours,Official site,
9872,Flynn: Son of Crimson,https://www.humblegames.com/games/flynnsonofcrimson/,Humble Games,Studio Thunderhorse,15 September 2021,"Xbox One, Xbox Series X|S","Metroidvania, Platformer",,"ID@Xbox, xCloud, Xbox Game Pass",Digital only,316MB,6-8 hours,Official site,xCloud Touch Controls
-3936,FoodBall,https://www.humblegames.com/games/flynnsonofcrimson/,,,,,,,,,,,,
10165,Football Cup 2022,,JanduSoft,Inlogic Software,31 December 2021,"Xbox One, Xbox Series X|S","Sports, Football",,,Digital only,468MB,,,"Smart Delivery, Optimized for Series X|S, 4K"
8128,Football Game,https://cadgames.weebly.com/football-game.html,Ratalaika Games,Cloak and Dagger Games,06 November 2019,"Xbox One, Xbox Series X|S","Adventure, Point & Click",,,Digital only,296MB,0-1 hour,Official site,
9073,Football Manager 2021 Xbox Edition,https://www.footballmanager.com/,SEGA,Sports Interactive,30 November 2020,"Xbox One, Xbox Series X|S, Windows (Windows 10+)",Management,"64-Bit, KBM Support",,Digital only,3.69GB,200+ hours,Official site,"Xbox One X Enhanced, Xbox Play Anywhere, Smart Delivery, Optimized for Series X|S, 4K, Cross-Play, HDR"
10033,Football Manager 2022 Xbox Edition,https://www.footballmanager.com,SEGA,Sports Interactive,09 November 2021,"Xbox One, Xbox Series X|S, Windows (Windows 10+)",Management,"64-Bit, KBM Support","xCloud, Xbox Game Pass, Xbox Game Pass for PC",Digital only,4.10GB,,Official site,"Smart Delivery, Optimized for Series X|S, 4K, Cross-Play, xCloud Touch Controls, HDR"
8251,"Football, Tactics & Glory",http://www.creoteam.com/football-tactics-glory-press-kit/,Toplitz Productions,"Creoteam, Raylight Games",22 January 2020,"Xbox One, Xbox Series X|S","Strategy, Sports, Football, Management, Turn Based",,,Digital only,564MB,,Official site,
6337,For Honor,http://forhonor.ubi.com/game/,Ubisoft,Ubisoft Montreal,31 March 2017,"Xbox One, Xbox Series X|S",Hack & Slash,,"xCloud, Xbox Game Pass",Physical and Digital,55.08GB,80-100 hours (excludes DLC packs),Official site,"Xbox One X Enhanced, Smart Delivery, Optimized for Series X|S, 4K"
7705,For The King,https://curvegames.com/our-games/for-the-king/,Curve Games,IronOak Games,10 May 2019,"Xbox One, Xbox Series X|S","Role Playing, Turn Based, Card & Board",,ID@Xbox,Digital only,1.06GB,60-80 hours,Official site,"Xbox One X Enhanced, 4K"
8625,Forager,https://hopfrogsa.net/forager,Humble Games,HopFrog,16 July 2020,"Xbox One, Xbox Series X|S",Management,,"ID@Xbox, xCloud, Xbox Game Pass",Digital only,285MB,40-50 hours,Official site,
5736,Forced,http://forcedthegame.com/,BetaDwarf,BetaDwarf,22 October 2015,"Xbox One, Xbox Series X|S",Hack & Slash,,ID@Xbox,Digital only,3.60GB,25-30 hours,Official site,
9267,Foreclosed,https://www.mergegames.com/foreclosed,Merge Games,Antab Studio,12 August 2021,"Xbox One, Xbox Series X|S",Third Person Shooter,,,Physical and Digital,1.02GB,3-4 hours,Official site,4K
8853,Foregone,https://www.bigbluebubble.com/foregone/,Big Blue Bubble,Big Blue Bubble,13 October 2020,"Xbox One, Xbox Series X|S","Metroidvania, Platformer",,ID@Xbox,Digital only,819MB,20-25 hours,Official site,
10204,Forgotten Hill Disillusion,,Ratalaika Games,FM Studio,16 December 2021,"Xbox One, Xbox Series X|S","Adventure, Point & Click",,ID@Xbox,Digital only,576MB,,,"Smart Delivery, Optimized for Series X|S, 4K"
7012,Forgotton Anne,http://www.forgottonanne.com,Square Enix Collective,ThroughLine Games,15 May 2018,"Xbox One, Xbox Series X|S","Adventure, Platformer",,ID@Xbox,Digital only,7.59GB,8-10 hours,Official site,
7578,Forgotton Anne (JP),http://www.forgottonanne.com,Chorus Worldwide Games,ThroughLine Games,27 February 2019,"Xbox One, Xbox Series X|S","Adventure, Platformer",,,Digital only,6.86GB,,Official site,
6350,forma.8,http://www.forma8.net/,MixedBag Games,MixedBag Games,24 February 2017,"Xbox One, Xbox Series X|S","Metroidvania, Action-Adventure",,ID@Xbox,Digital only,572MB,12-15 hours,Official site,
8498,Formula Retro Racing,http://repixel8.com/formula-retro-racing/,Repixel8,Repixel8,15 May 2020,"Xbox One, Xbox Series X|S","Automobile, Arcade Racing",,ID@Xbox,Digital only,1.19GB,2-3 hours,Official site,"Xbox One X Enhanced, 4K"
7183,Forsaken Remastered,,Nightdive Studios,"Probe Entertainment, Iguana Entertainment UK, Nightdive Studios",31 July 2018,"Xbox One, Xbox Series X|S","Aerial, Vehicular Combat",,ID@Xbox,Digital only,544MB,,,"Xbox One X Enhanced, 4K"
7806,Fort Boyard,https://www.microids.com/game-fort-boyard/,Microids,Appeal Studio,27 June 2019,"Xbox One, Xbox Series X|S",Action-Adventure,,,Physical and Digital,2.18GB,2-3 hours,Official site,HDR
9603,Fort Triumph,https://www.allingames.com/game/fort-triumph/,All In! Games,CookieByte Entertainment,13 August 2021,"Xbox One, Xbox Series X|S","Strategy, Turn Based",,ID@Xbox,Digital only,1.08GB,,Official site,
5812,Fortified,http://www.fortifiedgame.com/,Clapfoot Games,Clapfoot Games,03 February 2016,"Xbox One, Xbox Series X|S","Third Person Shooter, Strategy, Tower Defence",,ID@Xbox,Digital only,3.31GB,50-60 hours,Official site,
6557,Fortnite,https://www.epicgames.com/fortnite,Epic Games,Epic Games,25 July 2017,"Xbox One, Xbox Series X|S","Battle Royale, Third Person Shooter, Tower Defence",KBM Support,ID@Xbox,Physical and Digital,34.76GB,,Official site,"Xbox One X Enhanced, Transferable Progress, Smart Delivery, Optimized for Series X|S, 4K, Cross-Play"
5202,Forza Horizon 2,http://www.forzamotorsport.net/en-us/games/fh2,Xbox Game Studios,Playground Games,30 September 2014,"Xbox One, Xbox Series X|S","Automobile, Simulation Racing, Open World",Kinect Enabled,,Physical and Digital,39.41GB,150-200 hours (excludes DLC packs),Official site,
5440,Forza Horizon 2 Presents Fast & Furious,,Xbox Game Studios,Playground Games,27 March 2015,"Xbox One, Xbox Series X|S","Automobile, Simulation Racing",,,Digital only,15.00GB,2-3 hours,,
6151,Forza Horizon 3,https://www.forzamotorsport.net/games/fh3,Xbox Game Studios,Playground Games,27 September 2016,"Xbox One, Xbox Series X|S, Windows (Windows 10+)","Automobile, Simulation Racing, Open World",64-Bit,,Physical and Digital,51.41GB,60-80 hours (excludes DLC packs),Official site,"Xbox One X Enhanced, Xbox Play Anywhere, 4K, Cross-Play, HDR"
7276,Forza Horizon 4,https://forzamotorsport.net/games/fh,Xbox Game Studios,"Playground Games, Panic Button",02 October 2018,"Xbox One, Xbox Series X|S, Windows (Windows 10+)","Automobile, Battle Royale, Simulation Racing, Open World",64-Bit,"Xbox on Steam, xCloud, Xbox Game Pass, Xbox Game Pass for PC",Physical and Digital,76.77GB,60-80 hours (excludes DLC packs),Official site,"Xbox One X Enhanced, Xbox Play Anywhere, Smart Delivery, Optimized for Series X|S, 4K, Cross-Play, HDR"
10044,Forza Horizon 5,https://forzamotorsport.net/en-US/games/fh5,Xbox Game Studios,Playground Games,09 November 2021,"Xbox One, Xbox Series X|S, Windows (Windows 10+)","Automobile, Simulation Racing, Open World",64-Bit,"Xbox on Steam, xCloud, Xbox Game Pass, Xbox Game Pass for PC",Physical and Digital,114.14GB,,Official site,"Xbox One X Enhanced, Xbox Play Anywhere, Smart Delivery, Optimized for Series X|S, 4K, Cross-Play, HDR"
4928,Forza Motorsport 5,http://www.forzamotorsport.net/en-us/games/fm5,Xbox Game Studios,Turn 10 Studios,22 November 2013,"Xbox One, Xbox Series X|S","Automobile, Simulation Racing",Kinect Enabled,,Physical and Digital,40.31GB,200+ hours (excludes DLC packs),Official site,
5608,Forza Motorsport 6,http://www.forzamotorsport.net/,Xbox Game Studios,Turn 10 Studios,15 September 2015,"Xbox One, Xbox Series X|S","Automobile, Simulation Racing",,,Physical and Digital,48.57GB,200+ hours (excludes DLC packs),Official site,
6687,Forza Motorsport 7,https://www.forzamotorsport.net/en-us/,Xbox Game Studios,Turn 10 Studios,03 October 2017,"Xbox One, Xbox Series X|S, Windows (Windows 10+)","Automobile, Simulation Racing",64-Bit,xCloud,Physical and Digital,98.63GB,120-150 hours,Official site,"Xbox One X Enhanced, Xbox Play Anywhere, 4K, Cross-Play, HDR"
7298,Fossil Hunters,http://fossilhuntersgame.com/,Smiling Buddha Games,Reptoid Games,12 September 2018,"Xbox One, Xbox Series X|S",Action-Adventure,,ID@Xbox,Digital only,834MB,12-15 hours,Official site,
9530,Four Kings: Video Poker,,Digital Leisure,Digital Leisure,09 June 2021,"Xbox One, Xbox Series X|S","Card & Board, Casino",,,Digital only,231MB,1-2 hours,,
6398,Four Sided Fantasy,http://foursidedfantasy.com/,Serenity Forge,Ludo Land,31 March 2017,"Xbox One, Xbox Series X|S","Puzzle, Platformer",,ID@Xbox,Digital only,818MB,6-8 hours,Official site,
7081,Fox n Forests,https://foxnforests.com/,EuroVideo,"Bonus Level Entertainment, Independent Arts Software",30 May 2018,"Xbox One, Xbox Series X|S",Platformer,,,Digital only,436MB,6-8 hours,Official site,
8173,FoxyLand,http://www.ratalaikagames.com/games/foxyland.php,Ratalaika Games,BUG-Studio,27 November 2019,"Xbox One, Xbox Series X|S",Platformer,,,Digital only,107MB,0-1 hour,Official site,
8261,FoxyLand 2,http://www.ratalaikagames.com/games/foxyland_2.php,Ratalaika Games,BUG-Studio,22 January 2020,"Xbox One, Xbox Series X|S",Platformer,,ID@Xbox,Digital only,119MB,1-2 hours,Official site,
8125,Fractured Minds,https://www.wiredproductions.com/collections/fractured-minds,Wired Productions,Emily M Games,14 November 2019,"Xbox One, Xbox Series X|S",Adventure,,,Digital only,1.75GB,0-1 hour,Official site,
5963,Fragments of Him,http://fragmentsofhim.com/,SassyBot Studio,SassyBot Studio,01 June 2016,"Xbox One, Xbox Series X|S","Adventure, Point & Click",,ID@Xbox,Digital only,10.11GB,2-3 hours,Official site,
7644,Frane: Dragons' Odyssey,https://www.kemco.jp/game/frane/en/,KEMCO,EXE-CREATE,05 April 2019,"Xbox One, Xbox Series X|S, Windows (Windows 10+)","Action-RPG, Role Playing",,ID@Xbox,Digital only,2.35GB,10-12 hours,Official site,Xbox Play Anywhere
-5132,Frank and Drake,https://chorusworldwide.com/frank-and-drake/,,,,,,,,,,,Official site,
8419,Freakout: Calamity TV Show,http://freakout-calamity-tv-show.com/,JanduSoft,Immaterial Studio,17 April 2020,"Xbox One, Xbox Series X|S",Shoot 'em up,,ID@Xbox,Digital only,1.89GB,4-5 hours,Official site,
8909,Freddy Fazbear's Pizzeria Simulator,,Clickteam,Scottgames,31 October 2020,"Xbox One, Xbox Series X|S",Action,,,Digital only,416MB,,,
9038,Freddy Spaghetti,https://www.ratalaikagames.com/games/freddyspaghetti.php,Ratalaika Games,Playful Pasta,16 December 2020,"Xbox One, Xbox Series X|S",Platformer,,ID@Xbox,Digital only,654MB,1-2 hours,Official site,"Smart Delivery, Optimized for Series X|S, 4K"
9630,Freddy Spaghetti 2.0,https://www.ratalaikagames.com/games/freddyspaghetti_2.php,Ratalaika Games,Playful Pasta,23 July 2021,"Xbox One, Xbox Series X|S",Platformer,,ID@Xbox,Digital only,649MB,0-1 hour,Official site,"Smart Delivery, Optimized for Series X|S, 4K"
8184,Freediving Hunter: Spearfishing the World,https://www.freedivinghunter.com/,Strongbox3d,Strongbox3d,06 December 2019,"Xbox One, Xbox Series X|S","Sports, Hunting",,,Digital only,1.75GB,,Official site,"Xbox One X Enhanced, HDR"
8354,Freedom Finger,https://widerightgames.com/,Wide Right Interactive,Wide Right Interactive,24 March 2020,"Xbox One, Xbox Series X|S",Shoot 'em up,,ID@Xbox,Digital only,5.83GB,,Official site,
6106,FreezeME,http://www.rainynightcreations.com/,Rainy Night Creations,Rainy Night Creations,02 September 2016,"Xbox One, Xbox Series X|S",Platformer,,ID@Xbox,Digital only,1.80GB,6-8 hours,Official site,
6287,Friday Night Bullet Arena,http://fnba.ca/,Red Nexus Games,Red Nexus Games,13 January 2017,"Xbox One, Xbox Series X|S",Action,,ID@Xbox,Digital only,180MB,,Official site,
8803,Friday the 13th: Killer Puzzle,https://f13killerpuzzle.com/,Blue Wizard Digital,Blue Wizard Digital,18 September 2020,"Xbox One, Xbox Series X|S",Puzzle,,ID@Xbox,Digital only,456MB,8-10 hours,Official site,
6488,Friday the 13th: The Game,http://f13game.com/,Gun Interactive,Gun Interactive,26 May 2017,"Xbox One, Xbox Series X|S",Action Horror,,ID@Xbox,Physical and Digital,7.07GB,200+ hours,Official site,
5793,Frizzy,http://frizzythegame.com/,Team Frizz,Team Frizz,23 December 2015,"Xbox One, Xbox Series X|S",Platformer,,ID@Xbox,Digital only,1011MB,,Official site,
-4843,Frogun,http://frizzythegame.com/,,,,,,,,,,,,
9769,From Earth to Heaven,,EpiXR Games,EpiXR Games,10 September 2021,"Xbox One, Xbox Series X|S",Adventure,,ID@Xbox,Digital only,1.08GB,0-1 hour,,"Xbox One X Enhanced, 4K, HDR"
7151,Frost,https://www.digerati.games/game/31-frost,Digerati,"Jérôme Bodin, Stage Clear Studios",20 July 2018,"Xbox One, Xbox Series X|S","Survival, Card & Board",,ID@Xbox,Digital only,666MB,,Official site,
8011,Frostpunk: Console Edition,http://www.frostpunkgame.com/,11 bit studios,11 bit studios,11 October 2019,"Xbox One, Xbox Series X|S","Survival, Simulation, Management",,"ID@Xbox, xCloud, Xbox Game Pass",Physical and Digital,3.50GB,150-200 hours (excludes DLC packs),Official site,xCloud Touch Controls
5670,Frozen Free Fall: Snowball Fight,,Disney Interactive Studios,SuperVillain Studios,16 September 2015,"Xbox One, Xbox Series X|S",Puzzle,,,Digital only,532MB,60-80 hours,,
6014,FRU,http://frugame.com/,Through Games,Through Games,13 July 2016,Xbox One,"Puzzle, Platformer",Kinect Required,ID@Xbox,Digital only,1.58GB,6-8 hours,Official site,
5397,Fruit Ninja Kinect 2,https://kinect.fruitninja.com/,Halfbrick Studios,Halfbrick Studios,18 March 2015,Xbox One,Action,Kinect Required,ID@Xbox,Digital only,1.10GB,,Official site,
9716,Fuga: Melodies of Steel,https://www.cc2.co.jp/fuga/en/,CyberConnect2,CyberConnect2,29 July 2021,"Xbox One, Xbox Series X|S",Action,,,Digital only,1.51GB,,Official site,"Smart Delivery, Optimized for Series X|S, 4K"
6854,Full Metal Furies,http://cellardoorgames.com/our-games/full-metal-furies/,Cellar Door Games,Cellar Door Games,17 January 2018,"Xbox One, Xbox Series X|S, Windows (Windows 10+)",Beat 'em up,64-Bit,ID@Xbox,Digital only,592MB,20-25 hours,Official site,"Xbox Play Anywhere, Cross-Play"
6013,Full Mojo Rampage,http://www.fullmojorampage.com/,Nicalis,Over The Top Games,28 June 2016,"Xbox One, Xbox Series X|S",Shoot 'em up,,ID@Xbox,Digital only,420MB,35-40 hours,Official site,
8971,Full Throttle Remastered,http://fullthrottle.doublefine.com/,Xbox Game Studios,"Double Fine, Shiny Shoe, LucasArts",29 October 2020,"Xbox One, Xbox Series X|S, Windows (Windows 10+)","Adventure, Point & Click",64-Bit,"Xbox Game Pass, Xbox Game Pass for PC",Digital only,5.25GB,2-3 hours,Official site,Xbox Play Anywhere
7260,FullBlast,http://ufocrashgames.com/,Ratalaika Games,UFO Crash Games,05 September 2018,"Xbox One, Xbox Series X|S",Shoot 'em up,,ID@Xbox,Digital only,417MB,0-1 hour,Official site,
6861,Fumiko!,https://www.fumiko-game.com/,Fumiko Game Studio,Fumiko Game Studio,23 February 2018,"Xbox One, Xbox Series X|S",Platformer,,ID@Xbox,Digital only,865MB,4-5 hours,Official site,
5381,Funk of Titans,http://acrowdofmonsters.com/games/funk-of-titans/,A Crowd of Monsters,A Crowd of Monsters,09 January 2015,"Xbox One, Xbox Series X|S",Platformer,,ID@Xbox,Digital only,1.71GB,6-8 hours,Official site,
6257,Furi,http://www.furigame.com/,The Game Bakers,The Game Bakers,02 December 2016,"Xbox One, Xbox Series X|S","Shoot 'em up, Hack & Slash",,ID@Xbox,Digital only,4.15GB,20-25 hours,Official site,
7837,Furwind,http://furwind.boomfiregames.com/,JanduSoft,Boomfire Games,25 July 2019,"Xbox One, Xbox Series X|S",Platformer,,ID@Xbox,Digital only,231MB,6-8 hours,Official site,
10009,Fury of Dracula: Digital Edition,https://nomadgames.co.uk/fury-of-dracula,Dovetail Games,Nomad Games,28 October 2021,"Xbox One, Xbox Series X|S",Card & Board,,,Digital only,1.59GB,,Official site,"4K, HDR"
8395,Fury Unleashed,http://www.furyunleashed.net,Awesome Games Studio,Awesome Games Studio,08 May 2020,"Xbox One, Xbox Series X|S","Roguelite, Run & Gun",,ID@Xbox,Digital only,1.19GB,,Official site,"Xbox One X Enhanced, 4K"
9011,Fuser,https://www.fuser.com/,NCSOFT,Harmonix,10 November 2020,"Xbox One, Xbox Series X|S",Music,,,Digital only,12.68GB,,Official site,"4K, Cross-Play, HDR"
6834,Future War: Reborn,http://www.ehedco.com/Globalpublishingproductsdetail?_l=en&article_id=414,E-Home Entertainment,Guangzhou Good Network Technology,20 December 2017,"Xbox One, Xbox Series X|S",Shoot 'em up,,ID@Xbox,Digital only,704MB,,Official site,
8656,FuzzBall,https://www.shadowlairgames.com/fuzzball,ShadowLair Games,ShadowLair Games,19 August 2020,"Xbox One, Xbox Series X|S",Party,,ID@Xbox,Digital only,696MB,1-2 hours,Official site,
5791,G Prime,http://www.somagames.com/g-prime-2/,Code-Monkeys,Soma Games,06 January 2016,"Xbox One, Xbox Series X|S",Puzzle,,ID@Xbox,Digital only,1.26GB,,Official site,
8865,G.I. Joe: Operation Blackout,https://gijoeblackout.com/,GameMill Entertainment,"Iguanabee, Fair Play Labs",13 October 2020,"Xbox One, Xbox Series X|S",Third Person Shooter,,,Physical and Digital,7.58GB,15-20 hours,Official site,
8160,G.R.E.E.N. THE LIFE ALG0R1THM,http://www.greenvideogame.com/,Estacion Pi,Estacion Pi,22 November 2019,"Xbox One, Xbox Series X|S","Metroidvania, Platformer",,,Digital only,3.38GB,5-6 hours,Official site,
7973,Gaijin Charenji 1 : Kiss or Kill,http://kissorkillgame.com/,overGame Studio,overGame Studio,04 September 2019,"Xbox One, Xbox Series X|S",Shoot 'em up,,ID@Xbox,Digital only,1.60GB,2-3 hours,Official site,
8874,Galacide,http://galaci.de,Puny Human,Puny Human,23 October 2020,"Xbox One, Xbox Series X|S",Shoot 'em up,,ID@Xbox,Digital only,757MB,,Official site,"Xbox One X Enhanced, 4K, HDR"
9520,Galaxy Champions TV,https://www.silesiagames.com/gctv.html,Silesia Games,aQuadiun,18 June 2021,"Xbox One, Xbox Series X|S",Shoot 'em up,,ID@Xbox,Digital only,414MB,15-20 hours,Official site,
8301,Galaxy Control: Arena,https://fx.gl/games/arena/,FX Games,FX Games,14 February 2020,"Xbox One, Xbox Series X|S, Windows (Windows 10+)","Strategy, Collectable Card Game, Tower Defence",64-Bit,,Digital only,225MB,200+ hours,Official site,"Xbox One X Enhanced, Xbox Play Anywhere, 4K, Cross-Play"
8358,Galaxy of Pen & Paper +1 Edition,,Plug In Digital,Behold Studios,08 April 2020,"Xbox One, Xbox Series X|S","Role Playing, Turn Based",,ID@Xbox,Digital only,755MB,20-25 hours,,
10060,Galaxy Shooter DX,,Fantastico Studio,Inlogic Software,09 November 2021,"Xbox One, Xbox Series X|S",Shoot 'em up,,,Digital only,568MB,5-6 hours,,
9764,Galaxy Squad,,Big Way Games,Kazakov Oleg,01 September 2021,"Xbox One, Xbox Series X|S","Strategy, Turn Based",,ID@Xbox,Digital only,1.37GB,,,
9468,Gallic Wars: Battle Simulator,,Ultimate Games,MadGamesmith,16 June 2021,"Xbox One, Xbox Series X|S","Strategy, Real Time",,ID@Xbox,Digital only,936MB,,,
5350,Game of Thrones: A Telltale Games Series,https://www.telltalegames.com/gameofthrones/,Telltale Games,Telltale Games,03 December 2014,"Xbox One, Xbox Series X|S","Adventure, Point & Click",,,Physical and Digital,2.87GB,1-2 hours (excludes DLC packs),Official site,
-4285,Gamer Girl,https://www.walesinteractive.com/gamergirl,,,,,,,,,,,Official site,
8320,Ganbare! Super Strikers,http://www.ratalaikagames.com/games/ganbare.php,Ratalaika Games,Rese Games,26 February 2020,"Xbox One, Xbox Series X|S","Strategy, Sports, Football, Turn Based",,ID@Xbox,Digital only,438MB,4-5 hours,Official site,
7647,Gang Beasts,http://gangbeasts.game/,"Double Fine, Boneloaf","Boneloaf, Coatsink",27 March 2019,"Xbox One, Xbox Series X|S, Windows (Windows 10+)","Beat 'em up, Party",64-Bit,"ID@Xbox, xCloud, Xbox Game Pass, Xbox Game Pass for PC",Physical and Digital,1.99GB,1-2 hours,Official site,Xbox Play Anywhere
9291,Gangsta Paradise,,Prison Games,Prison Games,19 March 2021,"Xbox One, Xbox Series X|S",Shoot 'em up,,,Digital only,348MB,4-5 hours,,"Xbox One X Enhanced, 4K, HDR"
9641,Gaps by POWGI,https://www.lightwoodgames.com/gaps-by-powgi/,Lightwood Games,Lightwood Games,21 July 2021,"Xbox One, Xbox Series X|S",Puzzle,,ID@Xbox,Digital only,361MB,0-1 hour,Official site,"Smart Delivery, Optimized for Series X|S, 4K"
10168,Gardener's Path,,Ratalaika Games,Viridino Studios,Yesterday,"Xbox One, Xbox Series X|S",Puzzle,,,Digital only,348MB,0-1 hour,,"Smart Delivery, 4K"
8131,Garfield Kart Furious Racing,https://www.microids.com/us/game-garfield-kart-furious-racing-us/,"Anuman Interactive, Maximum Games",Artefacts Studio,19 November 2019,"Xbox One, Xbox Series X|S","Automobile, Arcade Racing",,,Physical and Digital,2.00GB,8-10 hours,Official site,
6185,Gas Guzzlers Extreme,http://www.gamepires.com/gas-guzzlers-extreme.aspx,Iceberg Interactive,Gamepires,04 November 2016,"Xbox One, Xbox Series X|S","Automobile, Arcade Racing, Vehicular Combat",,ID@Xbox,Digital only,13.87GB,25-30 hours,Official site,
8466,Gato Roboto,https://gatoroboto.com/,Devolver Digital,doinksoft,21 April 2020,"Xbox One, Xbox Series X|S","Metroidvania, Platformer",,ID@Xbox,Digital only,556MB,6-8 hours,Official site,
5910,Gear Gauntlet,,Drop Dead Interactive,Drop Dead Interactive,15 April 2016,"Xbox One, Xbox Series X|S",Platformer,,ID@Xbox,Digital only,426MB,,,
